family_name,raw_label,canonical_label,material,indice_refracao,base_price,compatible_treatments,source_page_reference,confidence_level
LENTES KODAK®,1.50 + Transitions Extractive,LENTES KODAK® LENTES KODAK UNIQUE UHD CRIZAL 1.50 + Transitions Extractive,Resina,1.5,1839.0,"Crizal Prevencia=2859.0, Crizal Sapphire HR=2859.0, Crizal Rock=2589.0, Crizal Easy Pro=2239.0, Optifog=2479.0, No Reflex=2089.0, Trio Easy Clean=2039.0, Verniz Hc=1839.0",Pagina 33,0.86
LENTES KODAK®,1.50 + Transitions Gen S,LENTES KODAK® LENTES KODAK UNIQUE UHD CRIZAL 1.50 + Transitions Gen S,Resina,1.5,1769.0,"Crizal Prevencia=2789.0, Crizal Sapphire HR=2789.0, Crizal Rock=2519.0, Crizal Easy Pro=2169.0, Optifog=2409.0, No Reflex=2019.0, Trio Easy Clean=1969.0, Verniz Hc=1769.0",Pagina 33,0.86
LENTES KODAK®,Poly,LENTES KODAK® LENTES KODAK UNIQUE UHD CRIZAL Poly,Policarbonato,1.59,1049.0,"Crizal Prevencia=2069.0, Crizal Sapphire HR=2069.0, Crizal Rock=1799.0, Crizal Easy Pro=1449.0, Optifog=1689.0, No Reflex=1299.0, Trio Easy Clean=1249.0, Verniz Hc=1049.0",Pagina 33,0.86
LENTES KODAK®,Poly + Transitions Extractive,LENTES KODAK® LENTES KODAK UNIQUE UHD CRIZAL Poly + Transitions Extractive,Policarbonato,1.59,2059.0,"Crizal Prevencia=3079.0, Crizal Sapphire HR=3079.0, Crizal Rock=2809.0, Crizal Easy Pro=2459.0, Optifog=2699.0, No Reflex=2309.0, Trio Easy Clean=2259.0, Verniz Hc=2059.0",Pagina 33,0.86
LENTES KODAK®,Poly + Transitions Gen S,LENTES KODAK® LENTES KODAK UNIQUE UHD CRIZAL Poly + Transitions Gen S,Policarbonato,1.59,1989.0,"Crizal Prevencia=3009.0, Crizal Sapphire HR=3009.0, Crizal Rock=2739.0, Crizal Easy Pro=2389.0, Optifog=2629.0, No Reflex=2239.0, Trio Easy Clean=2189.0, Verniz Hc=1989.0",Pagina 33,0.86
LENTES KODAK®,Stylis 1.67,LENTES KODAK® LENTES KODAK UNIQUE UHD CRIZAL Stylis 1.67,Resina High Index,1.67,2449.0,"Crizal Prevencia=3269.0, Crizal Sapphire HR=3269.0, Crizal Rock=2999.0, Crizal Easy Pro=2649.0, Optifog=2889.0, No Reflex=2499.0, Trio Easy Clean=2449.0",Pagina 33,0.86
LENTES KODAK®,Stylis 1.67 + Transitions Gen S,LENTES KODAK® LENTES KODAK UNIQUE UHD CRIZAL Stylis 1.67 + Transitions Gen S,Resina High Index,1.67,3389.0,"Crizal Prevencia=4209.0, Crizal Sapphire HR=4209.0, Crizal Rock=3939.0, Crizal Easy Pro=3589.0, Optifog=3829.0, No Reflex=3439.0, Trio Easy Clean=3389.0",Pagina 33,0.86
LENTES KODAK®,Stylis 1.74,LENTES KODAK® LENTES KODAK UNIQUE UHD CRIZAL Stylis 1.74,Resina High Index,1.74,4049.0,Crizal Sapphire HR=4049.0,Pagina 33,0.86
LENTES KODAK®,Stylis 1.74 + Transitions Gen S,LENTES KODAK® LENTES KODAK UNIQUE UHD CRIZAL Stylis 1.74 + Transitions Gen S,Resina High Index,1.74,4989.0,Crizal Sapphire HR=4989.0,Pagina 33,0.86
LENTES KODAK®,1.50,LENTES KODAK® MULTIFOCAL TRADICIONAL LENTES KODAK PRECISE CRIZAL 1.50,Resina,1.5,449.0,"Crizal Prevencia=1469.0, Crizal Sapphire HR=1469.0, Crizal Rock=1199.0, Crizal Easy Pro=849.0, Optifog=1089.0, No Reflex=699.0, Trio Easy Clean=649.0, Verniz Hc=449.0",Pagina 33,0.86
LENTES KODAK®,1.50 + Transitions Gen S,LENTES KODAK® MULTIFOCAL TRADICIONAL LENTES KODAK PRECISE CRIZAL 1.50 + Transitions Gen S,Resina,1.5,1389.0,"Crizal Prevencia=2409.0, Crizal Sapphire HR=2409.0, Crizal Rock=2139.0, Crizal Easy Pro=1789.0, Optifog=2029.0, No Reflex=1639.0, Trio Easy Clean=1589.0, Verniz Hc=1389.0",Pagina 33,0.86
LENTES KODAK®,Poly,LENTES KODAK® MULTIFOCAL TRADICIONAL LENTES KODAK PRECISE CRIZAL Poly,Policarbonato,1.59,809.0,"Crizal Prevencia=1829.0, Crizal Sapphire HR=1829.0, Crizal Rock=1559.0, Crizal Easy Pro=1209.0, Optifog=1449.0, No Reflex=1059.0, Trio Easy Clean=1009.0, Verniz Hc=809.0",Pagina 33,0.86
LENTES KODAK®,Poly + Transitions Gen S,LENTES KODAK® MULTIFOCAL TRADICIONAL LENTES KODAK PRECISE CRIZAL Poly + Transitions Gen S,Policarbonato,1.59,1609.0,"Crizal Prevencia=2629.0, Crizal Sapphire HR=2629.0, Crizal Rock=2359.0, Crizal Easy Pro=2009.0, Optifog=2249.0, No Reflex=1859.0, Trio Easy Clean=1809.0, Verniz Hc=1609.0",Pagina 33,0.86
LENTES KODAK®,1.50,LENTES KODAK® MULTIFOCAL DIGITAL LENTES KODAK NETWORK UHD CRIZAL 1.50,Resina,1.5,709.0,"Crizal Prevencia=1729.0, Crizal Sapphire HR=1729.0, Crizal Rock=1459.0, Crizal Easy Pro=1109.0, Optifog=1349.0, No Reflex=959.0, Trio Easy Clean=909.0, Verniz Hc=709.0",Pagina 34,0.86
LENTES KODAK®,1.50 + Transitions Extractive,LENTES KODAK® MULTIFOCAL DIGITAL LENTES KODAK NETWORK UHD CRIZAL 1.50 + Transitions Extractive,Resina,1.5,1719.0,"Crizal Prevencia=2739.0, Crizal Sapphire HR=2739.0, Crizal Rock=2469.0, Crizal Easy Pro=2119.0, Optifog=2359.0, No Reflex=1969.0, Trio Easy Clean=1919.0, Verniz Hc=1719.0",Pagina 34,0.86
LENTES KODAK®,1.50 + Transitions Gen S,LENTES KODAK® MULTIFOCAL DIGITAL LENTES KODAK NETWORK UHD CRIZAL 1.50 + Transitions Gen S,Resina,1.5,1649.0,"Crizal Prevencia=2669.0, Crizal Sapphire HR=2669.0, Crizal Rock=2399.0, Crizal Easy Pro=2049.0, Optifog=2289.0, No Reflex=1899.0, Trio Easy Clean=1849.0, Verniz Hc=1649.0",Pagina 34,0.86
LENTES KODAK®,Poly,LENTES KODAK® MULTIFOCAL DIGITAL LENTES KODAK NETWORK UHD CRIZAL Poly,Policarbonato,1.59,929.0,"Crizal Prevencia=1949.0, Crizal Sapphire HR=1949.0, Crizal Rock=1679.0, Crizal Easy Pro=1329.0, Optifog=1569.0, No Reflex=1179.0, Trio Easy Clean=1129.0, Verniz Hc=929.0",Pagina 34,0.86
LENTES KODAK®,Poly + Transitions Extractive,LENTES KODAK® MULTIFOCAL DIGITAL LENTES KODAK NETWORK UHD CRIZAL Poly + Transitions Extractive,Policarbonato,1.59,1939.0,"Crizal Prevencia=2959.0, Crizal Sapphire HR=2959.0, Crizal Rock=2689.0, Crizal Easy Pro=2339.0, Optifog=2579.0, No Reflex=2189.0, Trio Easy Clean=2139.0, Verniz Hc=1939.0",Pagina 34,0.86
LENTES KODAK®,Poly + Transitions Gen S,LENTES KODAK® MULTIFOCAL DIGITAL LENTES KODAK NETWORK UHD CRIZAL Poly + Transitions Gen S,Policarbonato,1.59,1869.0,"Crizal Prevencia=2889.0, Crizal Sapphire HR=2889.0, Crizal Rock=2619.0, Crizal Easy Pro=2269.0, Optifog=2509.0, No Reflex=2119.0, Trio Easy Clean=2069.0, Verniz Hc=1869.0",Pagina 34,0.86
LENTES KODAK®,Stylis 1.67,LENTES KODAK® MULTIFOCAL DIGITAL LENTES KODAK NETWORK UHD CRIZAL Stylis 1.67,Resina High Index,1.67,2329.0,"Crizal Prevencia=3149.0, Crizal Sapphire HR=3149.0, Crizal Rock=2879.0, Crizal Easy Pro=2529.0, Optifog=2769.0, No Reflex=2379.0, Trio Easy Clean=2329.0",Pagina 34,0.86
LENTES KODAK®,Stylis 1.67 + Transitions Gen S,LENTES KODAK® MULTIFOCAL DIGITAL LENTES KODAK NETWORK UHD CRIZAL Stylis 1.67 + Transitions Gen S,Resina High Index,1.67,3269.0,"Crizal Prevencia=4089.0, Crizal Sapphire HR=4089.0, Crizal Rock=3819.0, Crizal Easy Pro=3469.0, Optifog=3709.0, No Reflex=3319.0, Trio Easy Clean=3269.0",Pagina 34,0.86
LENTES KODAK®,1.50,LENTES KODAK® MULTIFOCAL DIGITAL LENTES KODAK PRECISE UHD CRIZAL 1.50,Resina,1.5,449.0,"Crizal Prevencia=1469.0, Crizal Sapphire HR=1469.0, Crizal Rock=1199.0, Crizal Easy Pro=849.0, Optifog=1089.0, No Reflex=699.0, Trio Easy Clean=649.0, Verniz Hc=449.0",Pagina 34,0.86
LENTES KODAK®,1.50 + Transitions Gen S,LENTES KODAK® MULTIFOCAL DIGITAL LENTES KODAK PRECISE UHD CRIZAL 1.50 + Transitions Gen S,Resina,1.5,1389.0,"Crizal Prevencia=2409.0, Crizal Sapphire HR=2409.0, Crizal Rock=2139.0, Crizal Easy Pro=1789.0, Optifog=2029.0, No Reflex=1639.0, Trio Easy Clean=1589.0, Verniz Hc=1389.0",Pagina 34,0.86
LENTES KODAK®,Poly,LENTES KODAK® MULTIFOCAL DIGITAL LENTES KODAK PRECISE UHD CRIZAL Poly,Policarbonato,1.59,809.0,"Crizal Prevencia=1829.0, Crizal Sapphire HR=1829.0, Crizal Rock=1559.0, Crizal Easy Pro=1209.0, Optifog=1449.0, No Reflex=1059.0, Trio Easy Clean=1009.0, Verniz Hc=809.0",Pagina 34,0.86
LENTES KODAK®,Poly + Transitions Gen S,LENTES KODAK® MULTIFOCAL DIGITAL LENTES KODAK PRECISE UHD CRIZAL Poly + Transitions Gen S,Policarbonato,1.59,1609.0,"Crizal Prevencia=2629.0, Crizal Sapphire HR=2629.0, Crizal Rock=2359.0, Crizal Easy Pro=2009.0, Optifog=2249.0, No Reflex=1859.0, Trio Easy Clean=1809.0, Verniz Hc=1609.0",Pagina 34,0.86
LENTES KODAK®,Stylis 1.67,LENTES KODAK® MULTIFOCAL DIGITAL LENTES KODAK PRECISE UHD CRIZAL Stylis 1.67,Resina High Index,1.67,2209.0,"Crizal Prevencia=3029.0, Crizal Sapphire HR=3029.0, Crizal Rock=2759.0, Crizal Easy Pro=2409.0, Optifog=2649.0, No Reflex=2259.0, Trio Easy Clean=2209.0",Pagina 34,0.86
LENTES KODAK®,Stylis 1.67 + Transitions Gen S,LENTES KODAK® MULTIFOCAL DIGITAL LENTES KODAK PRECISE UHD CRIZAL Stylis 1.67 + Transitions Gen S,Resina High Index,1.67,3009.0,"Crizal Prevencia=3829.0, Crizal Sapphire HR=3829.0, Crizal Rock=3559.0, Crizal Easy Pro=3209.0, Optifog=3449.0, No Reflex=3059.0, Trio Easy Clean=3009.0",Pagina 34,0.86
LENTES KODAK®,1.50,LENTES KODAK® LENTES KODAK SINGLE CRIZAL 1.50,Resina,1.5,239.0,"Crizal Prevencia=1259.0, Crizal Sapphire HR=1259.0, Crizal Rock=989.0, Crizal Easy Pro=639.0, Optifog=879.0, No Reflex=489.0, Trio Easy Clean=439.0, Verniz Hc=239.0",Pagina 35,0.86
LENTES KODAK®,1.50 + Blue UV Filter,LENTES KODAK® LENTES KODAK SINGLE CRIZAL 1.50 + Blue UV Filter,Resina,1.5,319.0,"Crizal Prevencia=1339.0, Crizal Sapphire HR=1339.0, Crizal Rock=1069.0, Crizal Easy Pro=719.0, Optifog=959.0, No Reflex=569.0, Trio Easy Clean=519.0, Verniz Hc=319.0",Pagina 35,0.86
LENTES KODAK®,1.50 + Transitions Extractive,LENTES KODAK® LENTES KODAK SINGLE CRIZAL 1.50 + Transitions Extractive,Resina,1.5,1099.0,"Crizal Prevencia=2119.0, Crizal Sapphire HR=2119.0, Crizal Rock=1849.0, Crizal Easy Pro=1499.0, Optifog=1739.0, No Reflex=1349.0, Trio Easy Clean=1299.0, Verniz Hc=1099.0",Pagina 35,0.86
LENTES KODAK®,1.50 + Transitions Gen S,LENTES KODAK® LENTES KODAK SINGLE CRIZAL 1.50 + Transitions Gen S,Resina,1.5,1029.0,"Crizal Prevencia=2049.0, Crizal Sapphire HR=2049.0, Crizal Rock=1779.0, Crizal Easy Pro=1429.0, Optifog=1669.0, No Reflex=1279.0, Trio Easy Clean=1229.0, Verniz Hc=1029.0",Pagina 35,0.86
LENTES KODAK®,Poly,LENTES KODAK® LENTES KODAK SINGLE CRIZAL Poly,Policarbonato,1.59,409.0,"Crizal Prevencia=1429.0, Crizal Sapphire HR=1429.0, Crizal Rock=1159.0, Crizal Easy Pro=809.0, Optifog=1049.0, No Reflex=659.0, Trio Easy Clean=609.0, Verniz Hc=409.0",Pagina 35,0.86
LENTES KODAK®,Poly + Transitions Extractive,LENTES KODAK® LENTES KODAK SINGLE CRIZAL Poly + Transitions Extractive,Policarbonato,1.59,1269.0,"Crizal Prevencia=2289.0, Crizal Sapphire HR=2289.0, Crizal Rock=2019.0, Crizal Easy Pro=1669.0, Optifog=1909.0, No Reflex=1519.0, Trio Easy Clean=1469.0, Verniz Hc=1269.0",Pagina 35,0.86
LENTES KODAK®,Poly + Transitions Gen S,LENTES KODAK® LENTES KODAK SINGLE CRIZAL Poly + Transitions Gen S,Policarbonato,1.59,1199.0,"Crizal Prevencia=2219.0, Crizal Sapphire HR=2219.0, Crizal Rock=1949.0, Crizal Easy Pro=1599.0, Optifog=1839.0, No Reflex=1449.0, Trio Easy Clean=1399.0, Verniz Hc=1199.0",Pagina 35,0.86
LENTES KODAK®,Stylis 1.67,LENTES KODAK® LENTES KODAK SINGLE CRIZAL Stylis 1.67,Resina High Index,1.67,1529.0,"Crizal Prevencia=2349.0, Crizal Sapphire HR=2349.0, Crizal Rock=2079.0, Crizal Easy Pro=1729.0, Optifog=1969.0, No Reflex=1579.0, Trio Easy Clean=1529.0",Pagina 35,0.86
LENTES KODAK®,Stylis 1.67 + Transitions Gen S,LENTES KODAK® LENTES KODAK SINGLE CRIZAL Stylis 1.67 + Transitions Gen S,Resina High Index,1.67,2319.0,"Crizal Prevencia=3139.0, Crizal Sapphire HR=3139.0, Crizal Rock=2869.0, Crizal Easy Pro=2519.0, Optifog=2759.0, No Reflex=2369.0, Trio Easy Clean=2319.0",Pagina 35,0.86
LENTES KODAK®,Stylis 1.74,LENTES KODAK® LENTES KODAK SINGLE CRIZAL Stylis 1.74,Resina High Index,1.74,3059.0,Crizal Sapphire HR=3059.0,Pagina 35,0.86
LENTES KODAK®,Stylis 1.74 + Transitions Gen S,LENTES KODAK® LENTES KODAK SINGLE CRIZAL Stylis 1.74 + Transitions Gen S,Resina High Index,1.74,3849.0,Crizal Sapphire HR=3849.0,Pagina 35,0.86
LENTES KODAK®,Lentes KODAK Blue 1.56,LENTES KODAK® LENTES PRONTAS Lentes KODAK Blue 1.56,Resina,1.56,219.0,,Pagina 35,0.82
LENTES KODAK®,Lentes KODAK Blue 1.67,LENTES KODAK® LENTES PRONTAS Lentes KODAK Blue 1.67,Resina,1.67,879.0,,Pagina 35,0.82
LENTES KODAK®,Lentes KODAK Blue Poly,LENTES KODAK® LENTES PRONTAS Lentes KODAK Blue Poly,Policarbonato,1.59,319.0,,Pagina 35,0.82
LENTES KODAK®,Lentes KODAK City 1.50 Transitions Gen 8*,LENTES KODAK® LENTES PRONTAS Lentes KODAK City 1.50 Transitions Gen 8*,Resina,1.5,329.0,,Pagina 35,0.82
LENTES KODAK®,Lentes KODAK City 1.56,LENTES KODAK® LENTES PRONTAS Lentes KODAK City 1.56,Resina,1.56,429.0,,Pagina 35,0.82
LENTES KODAK®,Lentes KODAK City 1.67,LENTES KODAK® LENTES PRONTAS Lentes KODAK City 1.67,Resina,1.67,649.0,,Pagina 35,0.82
LENTES KODAK®,Lentes KODAK City Poly,LENTES KODAK® LENTES PRONTAS Lentes KODAK City Poly,Policarbonato,1.59,989.0,,Pagina 35,0.82
LENTES KODAK®,Lentes KODAK Intro 1.56,LENTES KODAK® LENTES PRONTAS Lentes KODAK Intro 1.56,Resina,1.56,109.0,,Pagina 35,0.82
LENTES KODAK®,Lentes KODAK Intro Poly,LENTES KODAK® LENTES PRONTAS Lentes KODAK Intro Poly,Policarbonato,1.59,209.0,,Pagina 35,0.82
LENTES KODAK®,1.50,LENTES KODAK® SOLARES Lentes KODAK Easy Sun 1.50,Resina,1.5,639.0,Verniz Hc=639.0,Pagina 36,0.86
LENTES KODAK®,1.50 + Coloração especial,LENTES KODAK® SOLARES Lentes KODAK Easy Sun 1.50 + Coloração especial,Resina,1.5,749.0,Verniz Hc=749.0,Pagina 36,0.86
LENTES KODAK®,1.50 + Xperio cinza/marrom/verde,LENTES KODAK® SOLARES Lentes KODAK Easy Sun 1.50 + Xperio cinza/marrom/verde,Resina,1.5,1029.0,"Crizal Sapphire HR Face Interna=1689.0, Optifog=1669.0, Verniz Hc=1029.0",Pagina 36,0.86
LENTES KODAK®,Poly,LENTES KODAK® SOLARES Lentes KODAK Easy Sun Poly,Policarbonato,1.59,859.0,Verniz Hc=859.0,Pagina 36,0.86
LENTES KODAK®,Poly + Coloração especial,LENTES KODAK® SOLARES Lentes KODAK Easy Sun Poly + Coloração especial,Policarbonato,1.59,969.0,Verniz Hc=969.0,Pagina 36,0.86
LENTES KODAK®,Poly + Xperio cinza/marrom/verde,LENTES KODAK® SOLARES Lentes KODAK Easy Sun Poly + Xperio cinza/marrom/verde,Policarbonato,1.59,1249.0,"Crizal Sapphire HR Face Interna=1909.0, Optifog=1889.0, Verniz Hc=1249.0",Pagina 36,0.86
LENTES KODAK®,1.50,LENTES KODAK® SOLARES Lentes KODAK Single Sun 1.50,Resina,1.5,399.0,Verniz Hc=399.0,Pagina 36,0.86
LENTES KODAK®,1.50 + Coloração especial,LENTES KODAK® SOLARES Lentes KODAK Single Sun 1.50 + Coloração especial,Resina,1.5,509.0,Verniz Hc=509.0,Pagina 36,0.86
LENTES KODAK®,1.50 + Xperio cinza/marrom/verde,LENTES KODAK® SOLARES Lentes KODAK Single Sun 1.50 + Xperio cinza/marrom/verde,Resina,1.5,869.0,"Crizal Sapphire HR Face Interna=1529.0, Optifog=1509.0, Verniz Hc=869.0",Pagina 36,0.86
LENTES KODAK®,Poly,LENTES KODAK® SOLARES Lentes KODAK Single Sun Poly,Policarbonato,1.59,569.0,Verniz Hc=569.0,Pagina 36,0.86
LENTES KODAK®,Poly + Coloração especial,LENTES KODAK® SOLARES Lentes KODAK Single Sun Poly + Coloração especial,Policarbonato,1.59,679.0,Verniz Hc=679.0,Pagina 36,0.86
LENTES KODAK®,Poly + Xperio cinza/marrom/verde,LENTES KODAK® SOLARES Lentes KODAK Single Sun Poly + Xperio cinza/marrom/verde,Policarbonato,1.59,699.0,"Crizal Sapphire HR Face Interna=1359.0, Optifog=1339.0, Verniz Hc=699.0",Pagina 36,0.86
LENTES ESPACE®,1.67,LENTES ESPACE® DIGITAL 1.67,Resina,1.67,2381.0,"Crizal Prevencia=3242.0, Crizal Sapphire HR=3242.0, Crizal Rock=2950.0, Crizal Easy Pro=2561.0, Optifog=2861.0, Trio Easy Clean=2381.0",Pagina 37,0.86
LENTES ESPACE®,1.67 + Transitions Gen S,LENTES ESPACE® DIGITAL 1.67 + Transitions Gen S,Resina,1.67,3226.0,"Crizal Prevencia=4087.0, Crizal Sapphire HR=4087.0, Crizal Rock=3794.0, Crizal Easy Pro=3406.0, Optifog=3706.0, Trio Easy Clean=3226.0",Pagina 37,0.86
LENTES ESPACE®,Orma,LENTES ESPACE® DIGITAL Orma,Resina,1.5,844.0,"Crizal Prevencia=1937.0, Crizal Sapphire HR=1937.0, Crizal Rock=1644.0, Crizal Easy Pro=1159.0, Optifog=1547.0, Trio Easy Clean=947.0, Verniz Hc=844.0",Pagina 37,0.86
LENTES ESPACE®,Orma + Blue UV Filter,LENTES ESPACE® DIGITAL Orma + Blue UV Filter,Resina,1.5,1066.0,"Crizal Prevencia=2040.0, Crizal Sapphire HR=2040.0, Crizal Rock=1656.0, Crizal Easy Pro=1255.0, Optifog=1555.0, Trio Easy Clean=1075.0, Verniz Hc=1066.0",Pagina 37,0.86
LENTES ESPACE®,Orma + Transitions Gen S,LENTES ESPACE® DIGITAL Orma + Transitions Gen S,Resina,1.5,1718.0,"Crizal Prevencia=2914.0, Crizal Sapphire HR=2914.0, Crizal Rock=2530.0, Crizal Easy Pro=2033.0, Optifog=2421.0, Trio Easy Clean=1821.0, Verniz Hc=1718.0",Pagina 37,0.86
LENTES ESPACE®,Orma + Xperio,LENTES ESPACE® DIGITAL Orma + Xperio,Resina,1.5,1548.0,"Crizal Sapphire HR=1836.0, Optifog=1850.0, Verniz Hc=1548.0",Pagina 37,0.86
LENTES ESPACE®,Poly,LENTES ESPACE® DIGITAL Poly,Policarbonato,1.59,936.0,"Crizal Prevencia=2132.0, Crizal Sapphire HR=2132.0, Crizal Rock=1748.0, Crizal Easy Pro=1251.0, Optifog=1639.0, Trio Easy Clean=1039.0, Verniz Hc=936.0",Pagina 37,0.86
LENTES ESPACE®,Poly + Transitions Gen S,LENTES ESPACE® DIGITAL Poly + Transitions Gen S,Policarbonato,1.59,1984.0,"Crizal Prevencia=3180.0, Crizal Sapphire HR=3180.0, Crizal Rock=2796.0, Crizal Easy Pro=2300.0, Optifog=2688.0, Trio Easy Clean=2088.0, Verniz Hc=1984.0",Pagina 37,0.86
LENTES ESPACE®,Poly + Xperio,LENTES ESPACE® DIGITAL Poly + Xperio,Policarbonato,1.59,1315.0,"Crizal Sapphire HR=2035.0, Optifog=2050.0, Verniz Hc=1315.0",Pagina 37,0.86
LENTES ESPACE®,Orma,LENTES ESPACE® TRADICIONAL Espace Plus Tradicional Orma,Resina,1.5,886.0,"Crizal Prevencia=1709.0, Crizal Sapphire HR=1709.0, Crizal Rock=1428.0, Crizal Easy Pro=1056.0, Optifog=1343.0, Trio Easy Clean=883.0, Verniz Hc=886.0",Pagina 37,0.86
LENTES ESPACE®,Orma + Acclimates III new cinza,LENTES ESPACE® TRADICIONAL Espace Plus Tradicional Orma + Acclimates III new cinza,Resina,1.5,901.0,"Crizal Prevencia=2003.0, Crizal Sapphire HR=2003.0, Crizal Rock=1653.0, Crizal Easy Pro=1191.0, Optifog=1561.0, Trio Easy Clean=989.0, Verniz Hc=901.0",Pagina 37,0.86
LENTES ESPACE®,Orma + Transitions Gen S,LENTES ESPACE® TRADICIONAL Espace Plus Tradicional Orma + Transitions Gen S,Resina,1.5,1803.0,"Crizal Prevencia=2627.0, Crizal Sapphire HR=2627.0, Crizal Rock=2346.0, Crizal Easy Pro=1973.0, Optifog=2261.0, Trio Easy Clean=1801.0, Verniz Hc=1803.0",Pagina 37,0.86
LENTES ESPACE®,Poly,LENTES ESPACE® TRADICIONAL Espace Plus Tradicional Poly,Policarbonato,1.59,1921.0,"Crizal Prevencia=3547.0, Crizal Sapphire HR=3547.0, Crizal Rock=3266.0, Crizal Easy Pro=2894.0, Optifog=3181.0, Trio Easy Clean=2721.0, Verniz Hc=1921.0",Pagina 37,0.86
LENTES ESPACE®,Orma,LENTES ESPACE® TRADICIONAL Espace Tradicional Orma,Resina,1.5,809.0,"Crizal Prevencia=1633.0, Crizal Sapphire HR=1633.0, Crizal Rock=1352.0, Crizal Easy Pro=979.0, Optifog=1267.0, Trio Easy Clean=807.0, Verniz Hc=809.0",Pagina 37,0.86
LENTES ESPACE®,Orma + Acclimates III new cinza,LENTES ESPACE® TRADICIONAL Espace Tradicional Orma + Acclimates III new cinza,Resina,1.5,1407.0,"Crizal Prevencia=2231.0, Crizal Sapphire HR=2231.0, Crizal Rock=1950.0, Crizal Easy Pro=1577.0, Optifog=1865.0, Trio Easy Clean=1405.0, Verniz Hc=1407.0",Pagina 37,0.86
LENTES ESPACE®,Poly,LENTES ESPACE® TRADICIONAL Espace Tradicional Poly,Policarbonato,1.59,933.0,"Crizal Prevencia=1757.0, Crizal Sapphire HR=1757.0, Crizal Rock=1476.0, Crizal Easy Pro=1104.0, Optifog=1391.0, Trio Easy Clean=931.0, Verniz Hc=933.0",Pagina 37,0.86
LENTES BIFOCAIS,Flap Top CR-39,LENTES BIFOCAIS Flap Top CR-39,Resina,1.5,746.0,"Vert Clair=1026.0, Trio Easy Clean=746.0, Verniz Hc=748.0",Pagina 38,0.86
LENTES BIFOCAIS,Flap Top CR-39 + Transitions Gen S,LENTES BIFOCAIS Flap Top CR-39 + Transitions Gen S,Resina,1.5,1936.0,"Vert Clair=2217.0, Trio Easy Clean=1936.0, Verniz Hc=1939.0",Pagina 38,0.86
LENTES BIFOCAIS,Ultex CR-39,LENTES BIFOCAIS Ultex CR-39,Resina,1.5,603.0,"Vert Clair=884.0, Trio Easy Clean=603.0, Verniz Hc=605.0",Pagina 38,0.86
LENTES BIFOCAIS,Ultex CR-39 + Transitions Gen S,LENTES BIFOCAIS Ultex CR-39 + Transitions Gen S,Resina,1.5,1989.0,"Vert Clair=2270.0, Trio Easy Clean=1989.0, Verniz Hc=1992.0",Pagina 38,0.86
LENTES BIFOCAIS,iTop Hyper Bifocal 1.60,LENTES BIFOCAIS iTop Hyper Bifocal 1.60,Resina,1.6,1306.0,"Vert Clair=1830.0, Trio Easy Clean=1550.0, Verniz Hc=1306.0",Pagina 38,0.86
LENTES BIFOCAIS,iTop Hyper Bifocal 1.67,LENTES BIFOCAIS iTop Hyper Bifocal 1.67,Resina,1.67,1446.0,"Vert Clair=1970.0, Trio Easy Clean=1690.0, Verniz Hc=1446.0",Pagina 38,0.86
LENTES BIFOCAIS,iTop Hyper Bifocal Poly,LENTES BIFOCAIS iTop Hyper Bifocal Poly,Policarbonato,1.59,1052.0,"Vert Clair=1577.0, Trio Easy Clean=1296.0, Verniz Hc=1052.0",Pagina 38,0.86
iTop,1.56,iTop LENTES ACABADAS 1.56,Resina,1.56,332.0,,Pagina 39,0.9
iTop,1.56 Cilíndrico Estendido,iTop LENTES ACABADAS 1.56 Cilíndrico Estendido,Resina,1.56,405.0,,Pagina 39,0.9
iTop,1.59,iTop LENTES ACABADAS 1.59,Policarbonato,1.59,387.0,,Pagina 39,0.9
iTop,1.59 Cilíndrico Estendido,iTop LENTES ACABADAS 1.59 Cilíndrico Estendido,Policarbonato,1.59,552.0,,Pagina 39,0.9
iTop,1.67,iTop LENTES ACABADAS 1.67,Resina High Index,1.67,932.0,,Pagina 39,0.9
iTop,1.56 UV Led Protection Single Digital,iTop LENTES SURFAÇADAS DIGITAIS 1.56 UV Led Protection Single Digital,Resina,1.56,1118.0,"Vert Clair=1688.0, Trio Easy Clean=1383.0, Verniz HC=1118.0",Pagina 39,0.88
iTop,1.67 UV Led Protection Single Digital,iTop LENTES SURFAÇADAS DIGITAIS 1.67 UV Led Protection Single Digital,Resina,1.67,2567.0,"Vert Clair=2856.0, Trio Easy Clean=2567.0",Pagina 39,0.88
iTop,1.74 Digital,iTop LENTES SURFAÇADAS DIGITAIS 1.74 Digital,Resina,1.74,2856.0,"Vert Clair=3407.0, Trio Easy Clean=2856.0",Pagina 39,0.88
iTop,1.74 Transitions Gen 8 Digital,iTop LENTES SURFAÇADAS DIGITAIS 1.74 Transitions Gen 8 Digital,Resina,1.74,5809.0,"Vert Clair=6090.0, Trio Easy Clean=5809.0",Pagina 39,0.88
iTop,1.74 UV Led Protection Single Digital,iTop LENTES SURFAÇADAS DIGITAIS 1.74 UV Led Protection Single Digital,Resina,1.74,3249.0,"Vert Clair=3853.0, Trio Easy Clean=3249.0",Pagina 39,0.88
iTop,1.50,iTop PROGRESSIVA 1.50,Resina,1.5,998.0,"Vert Clair=1300.0, Trio Easy Clean=1080.0, Verniz Hc=998.0",Pagina 40,0.86
