ID_Item;ID_Venda_CSV;ID_Produto_CSV;Qtd;Valor;DIAGNOSTICO
3176;2097;6885;1;120,00;Venda Pai Nao Existe no Banco
3177;2098;1542;1;260,00;Venda Pai Nao Existe no Banco
3178;2099;5977;1;340,00;Venda Pai Nao Existe no Banco
3179;2100;1534;1;160,00;Venda Pai Nao Existe no Banco
3180;2101;1542;0,5;130,00;Venda Pai Nao Existe no Banco
3181;2103;5939;1;340,00;Venda Pai Nao Existe no Banco
3182;2104;1533;1;90,00;Venda Pai Nao Existe no Banco
3183;2104;1534;1;160,00;Venda Pai Nao Existe no Banco
3185;2105;7576;1;1.800,00;Venda Pai Nao Existe no Banco
3186;2105;1370;1;550,00;Venda Pai Nao Existe no Banco
3187;2106;1542;2;490,00;Venda Pai Nao Existe no Banco
3188;2106;7526;1;100,00;Venda Pai Nao Existe no Banco
3189;2107;1534;1;160,00;Venda Pai Nao Existe no Banco
3190;2107;2626;1;100,00;Venda Pai Nao Existe no Banco
3191;2108;7114;1;100,00;Venda Pai Nao Existe no Banco
3192;2108;1534;1;160,00;Venda Pai Nao Existe no Banco
3193;2109;1534;1;160,00;Venda Pai Nao Existe no Banco
3194;2109;3978;1;100,00;Venda Pai Nao Existe no Banco
3195;2110;4448;1;200,00;Venda Pai Nao Existe no Banco
3196;2111;1542;1;220,00;Venda Pai Nao Existe no Banco
3197;2114;1533;1;90,00;Venda Pai Nao Existe no Banco
3198;2114;2287;1;100,00;Venda Pai Nao Existe no Banco
3199;2115;1534;1;140,00;Venda Pai Nao Existe no Banco
3200;2115;4701;1;100,00;Venda Pai Nao Existe no Banco
3201;2116;4203;1;190,00;Venda Pai Nao Existe no Banco
3202;2117;3583;1;510,00;Venda Pai Nao Existe no Banco
3203;2117;7251;1;340,00;Venda Pai Nao Existe no Banco
3205;2118;6665;1;315,00;Venda Pai Nao Existe no Banco
3206;2118;7579;1;785,00;Venda Pai Nao Existe no Banco
3207;2119;1542;1;235,00;Venda Pai Nao Existe no Banco
3208;2119;5716;1;190,00;Venda Pai Nao Existe no Banco
3209;2120;1552;0,5;90,00;Venda Pai Nao Existe no Banco
3210;2121;1721;1;520,00;Venda Pai Nao Existe no Banco
3211;2121;7270;1;260,00;Venda Pai Nao Existe no Banco
3212;2123;1542;1;260,00;Venda Pai Nao Existe no Banco
3213;2123;6638;1;190,00;Venda Pai Nao Existe no Banco
3214;2124;6688;1;690,00;Venda Pai Nao Existe no Banco
3215;2125;7578;1;270,00;Venda Pai Nao Existe no Banco
3216;2125;7529;1;100,00;Venda Pai Nao Existe no Banco
3217;2126;7427;1;420,00;Venda Pai Nao Existe no Banco
3219;2126;5627;1;700,00;Venda Pai Nao Existe no Banco
3220;2127;1534;1;140,00;Venda Pai Nao Existe no Banco
3221;2127;7525;1;100,00;Venda Pai Nao Existe no Banco
3222;2127;2287;1;5,00;Venda Pai Nao Existe no Banco
3223;2128;1534;0,5;80,00;Venda Pai Nao Existe no Banco
3224;2130;1760;1;490,00;Venda Pai Nao Existe no Banco
3225;2130;7538;1;100,00;Venda Pai Nao Existe no Banco
3226;2131;7533;1;100,00;Venda Pai Nao Existe no Banco
3229;2134;4798;1;100,00;Venda Pai Nao Existe no Banco
3230;2120;2287;1;20,00;Venda Pai Nao Existe no Banco
3231;2135;1534;1;160,00;Venda Pai Nao Existe no Banco
3232;2135;7490;1;190,00;Venda Pai Nao Existe no Banco
3233;2136;6160;1;680,00;Venda Pai Nao Existe no Banco
3234;2137;7389;1;936,00;Venda Pai Nao Existe no Banco
3235;2137;7480;1;198,00;Venda Pai Nao Existe no Banco
3236;2138;6230;1;100,00;Venda Pai Nao Existe no Banco
3237;2139;1552;1;190,00;Venda Pai Nao Existe no Banco
3238;2139;6190;1;100,00;Venda Pai Nao Existe no Banco
3239;2140;1534;1;160,00;Venda Pai Nao Existe no Banco
3240;2140;1534;1;250,00;Venda Pai Nao Existe no Banco
3241;2142;1721;1;480,00;Venda Pai Nao Existe no Banco
3242;2142;7528;1;100,00;Venda Pai Nao Existe no Banco
3243;2143;4706;1;100,00;Venda Pai Nao Existe no Banco
3245;2144;7369;1;500,00;Venda Pai Nao Existe no Banco
3246;2145;1534;1;140,00;Venda Pai Nao Existe no Banco
3247;2126;4680;1;160,00;Venda Pai Nao Existe no Banco
3248;2146;1554;1;190,00;Venda Pai Nao Existe no Banco
3249;2146;7531;1;100,00;Venda Pai Nao Existe no Banco
3250;2147;1542;1;260,00;Venda Pai Nao Existe no Banco
3251;2147;7647;1;230,00;Venda Pai Nao Existe no Banco
3253;2148;2403;2;780,00;Venda Pai Nao Existe no Banco
3254;2149;4514;1;280,00;Venda Pai Nao Existe no Banco
3255;2149;7437;1;380,00;Venda Pai Nao Existe no Banco
3256;2150;7562;1;480,00;Venda Pai Nao Existe no Banco
3257;2151;4514;1;280,00;Venda Pai Nao Existe no Banco
3258;2151;7290;1;260,00;Venda Pai Nao Existe no Banco
3261;2155;1542;1;260,00;Venda Pai Nao Existe no Banco
3262;2155;7512;1;180,00;Venda Pai Nao Existe no Banco
3263;2156;1542;1;260,00;Venda Pai Nao Existe no Banco
3264;2156;7618;1;160,00;Venda Pai Nao Existe no Banco
3265;2157;816;1;245,00;Venda Pai Nao Existe no Banco
3266;2158;1534;1;130,00;Venda Pai Nao Existe no Banco
3267;2158;5754;1;100,00;Venda Pai Nao Existe no Banco
3268;2159;1533;1;90,00;Venda Pai Nao Existe no Banco
3269;2159;7548;1;100,00;Venda Pai Nao Existe no Banco
3270;2160;1560;1;300,00;Venda Pai Nao Existe no Banco
3271;2160;7720;1;240,00;Venda Pai Nao Existe no Banco
3272;2161;7729;1;210,00;Venda Pai Nao Existe no Banco
3273;2162;1533;1;90,00;Venda Pai Nao Existe no Banco
3274;2162;1534;1;160,00;Venda Pai Nao Existe no Banco
3275;2164;7693;1;250,00;Venda Pai Nao Existe no Banco
3276;2165;1533;1;80,00;Venda Pai Nao Existe no Banco
3277;2166;4514;1;260,00;Venda Pai Nao Existe no Banco
3278;2166;5877;1;100,00;Venda Pai Nao Existe no Banco
3281;2169;1534;1;145,00;Venda Pai Nao Existe no Banco
3282;2170;2411;1;369,00;Venda Pai Nao Existe no Banco
3283;2170;7740;1;216,00;Venda Pai Nao Existe no Banco
3284;2171;5133;1;110,00;Venda Pai Nao Existe no Banco
3285;2126;6462;1;300,00;Venda Pai Nao Existe no Banco
3286;2174;1542;1;260,00;Venda Pai Nao Existe no Banco
3287;2174;7699;1;230,00;Venda Pai Nao Existe no Banco
3288;2175;1533;1;95,00;Venda Pai Nao Existe no Banco
3289;2176;1405;1;80,00;Venda Pai Nao Existe no Banco
3290;2177;5627;1;670,00;Venda Pai Nao Existe no Banco
3291;2179;1534;1;160,00;Venda Pai Nao Existe no Banco
3292;2179;7612;1;210,00;Venda Pai Nao Existe no Banco
3293;2180;1534;1;160,00;Venda Pai Nao Existe no Banco
3294;2181;4680;1;170,00;Venda Pai Nao Existe no Banco
3295;2181;7329;1;180,00;Venda Pai Nao Existe no Banco
3296;2182;7747;1;290,00;Venda Pai Nao Existe no Banco
3297;2183;2122;1;580,00;Venda Pai Nao Existe no Banco
3298;2184;1540;1;60,00;Venda Pai Nao Existe no Banco
3299;2185;2398;1;500,00;Venda Pai Nao Existe no Banco
3300;2186;1534;0,5;80,00;Venda Pai Nao Existe no Banco
3301;2187;2403;1;110,00;Venda Pai Nao Existe no Banco
3302;2188;7662;1;290,00;Venda Pai Nao Existe no Banco
3303;2189;4514;1;230,00;Venda Pai Nao Existe no Banco
3304;2189;3660;1;170,00;Venda Pai Nao Existe no Banco
3305;2190;1552;1;190,00;Venda Pai Nao Existe no Banco
3306;2190;7540;1;100,00;Venda Pai Nao Existe no Banco
3307;2191;1534;1;145,00;Venda Pai Nao Existe no Banco
3308;2191;6305;1;100,00;Venda Pai Nao Existe no Banco
3309;2192;6678;1;600,00;Venda Pai Nao Existe no Banco
3310;2193;7748;1;270,00;Venda Pai Nao Existe no Banco
3311;2194;418;1;120,00;Venda Pai Nao Existe no Banco
3312;2195;1542;1;260,00;Venda Pai Nao Existe no Banco
3313;2196;1542;1;260,00;Venda Pai Nao Existe no Banco
3314;2197;1370;1;80,00;Venda Pai Nao Existe no Banco
3315;2198;5479;1;680,00;Venda Pai Nao Existe no Banco
3316;2201;1531;1;110,00;Venda Pai Nao Existe no Banco
3317;2202;7712;1;100,00;Venda Pai Nao Existe no Banco
3318;2195;7263;1;150,00;Venda Pai Nao Existe no Banco
3319;2195;1542;1;260,00;Venda Pai Nao Existe no Banco
3320;2203;1552;1;190,00;Venda Pai Nao Existe no Banco
3321;2205;7604;1;250,00;Venda Pai Nao Existe no Banco
3322;2206;7469;1;470,00;Venda Pai Nao Existe no Banco
3323;2206;4680;1;220,00;Venda Pai Nao Existe no Banco
3325;2208;1534;1,5;240,00;Venda Pai Nao Existe no Banco
3326;2208;7616;1;100,00;Venda Pai Nao Existe no Banco
3327;2209;1911;2;680,00;Venda Pai Nao Existe no Banco
3328;2210;1760;1;420,00;Venda Pai Nao Existe no Banco
3329;2210;7740;1;220,00;Venda Pai Nao Existe no Banco
3330;2211;7710;1;220,00;Venda Pai Nao Existe no Banco
3331;2212;1534;1;140,00;Venda Pai Nao Existe no Banco
3332;2212;6988;1;360,00;Venda Pai Nao Existe no Banco
3334;2213;1760;0,5;170,00;Venda Pai Nao Existe no Banco
3335;2215;7741;1;170,00;Venda Pai Nao Existe no Banco
3336;2218;1370;1;80,00;Venda Pai Nao Existe no Banco
3337;2219;7389;1;490,00;Venda Pai Nao Existe no Banco
3338;2219;6607;1;380,00;Venda Pai Nao Existe no Banco
3339;2220;4514;1;260,00;Venda Pai Nao Existe no Banco
3340;2220;7025;1;290,00;Venda Pai Nao Existe no Banco
3342;2221;1554;1;170,00;Venda Pai Nao Existe no Banco
3343;2222;1534;1;110,00;Venda Pai Nao Existe no Banco
3344;2222;4529;1;190,00;Venda Pai Nao Existe no Banco
3345;2223;1542;1;260,00;Venda Pai Nao Existe no Banco
3346;2223;7642;1;190,00;Venda Pai Nao Existe no Banco
3347;2224;5734;1;420,00;Venda Pai Nao Existe no Banco
3348;2225;1534;1;150,00;Venda Pai Nao Existe no Banco
3349;2225;7723;1;190,00;Venda Pai Nao Existe no Banco
3350;2226;7561;1;470,00;Venda Pai Nao Existe no Banco
3351;2228;1534;1;130,00;Venda Pai Nao Existe no Banco
3352;2228;1370;1;100,00;Venda Pai Nao Existe no Banco
3353;2229;7710;1;199,00;Venda Pai Nao Existe no Banco
3354;2230;1534;1;130,00;Venda Pai Nao Existe no Banco
3356;2231;1534;1;144,00;Venda Pai Nao Existe no Banco
3357;2231;7546;1;100,00;Venda Pai Nao Existe no Banco
3358;2232;7758;1;199,00;Venda Pai Nao Existe no Banco
3359;2233;5079;1;450,00;Venda Pai Nao Existe no Banco
3360;2233;1533;1;180,00;Venda Pai Nao Existe no Banco
3361;2234;7687;1;230,00;Venda Pai Nao Existe no Banco
3362;2235;1554;1;170,00;Venda Pai Nao Existe no Banco
3363;2237;4148;1;79,00;Venda Pai Nao Existe no Banco
3364;2168;1542;1;240,00;Venda Pai Nao Existe no Banco
3365;2238;7759;1;220,00;Venda Pai Nao Existe no Banco
3366;2239;1534;1;160,00;Venda Pai Nao Existe no Banco
3367;2240;2287;1;60,00;Venda Pai Nao Existe no Banco
3368;2241;2403;1;220,00;Venda Pai Nao Existe no Banco
3369;2242;7697;1;200,00;Venda Pai Nao Existe no Banco
3370;2242;7664;1;200,00;Venda Pai Nao Existe no Banco
3371;2244;4581;1;240,00;Venda Pai Nao Existe no Banco
3372;2245;1534;2;290,00;Venda Pai Nao Existe no Banco
3373;2246;1542;1;260,00;Venda Pai Nao Existe no Banco
3374;2246;7103;1;100,00;Venda Pai Nao Existe no Banco
3375;2248;1370;1;125,00;Venda Pai Nao Existe no Banco
3376;2249;1533;1;90,00;Venda Pai Nao Existe no Banco
3377;2250;6202;1;79,00;Venda Pai Nao Existe no Banco
3378;2250;6759;1;79,00;Venda Pai Nao Existe no Banco
3379;2251;1542;1;260,00;Venda Pai Nao Existe no Banco
3380;2251;7548;1;100,00;Venda Pai Nao Existe no Banco
3381;2251;7683;1;190,00;Venda Pai Nao Existe no Banco
3382;2252;7564;1;580,00;Venda Pai Nao Existe no Banco
3383;2253;1542;1;260,00;Venda Pai Nao Existe no Banco
3385;2254;7738;1;240,00;Venda Pai Nao Existe no Banco
3386;2256;6397;1;220,00;Venda Pai Nao Existe no Banco
3387;2258;5579;1;480,00;Venda Pai Nao Existe no Banco
3388;2258;7680;1180;180,00;Venda Pai Nao Existe no Banco
3389;2259;1534;1;160,00;Venda Pai Nao Existe no Banco
3390;2259;7643;1;220,00;Venda Pai Nao Existe no Banco
3391;2254;3802;1;375,00;Venda Pai Nao Existe no Banco
3392;2249;7542;1;100,00;Venda Pai Nao Existe no Banco
3393;2260;7573;1;720,00;Venda Pai Nao Existe no Banco
3394;2261;5759;1;79,00;Venda Pai Nao Existe no Banco
3395;2262;7715;1;240,00;Venda Pai Nao Existe no Banco
3396;2263;1534;1;145,00;Venda Pai Nao Existe no Banco
3397;2264;1534;0,5;72,00;Venda Pai Nao Existe no Banco
3398;2265;7696;1;190,00;Venda Pai Nao Existe no Banco
3399;2266;1542;1;240,00;Venda Pai Nao Existe no Banco
3400;2266;7669;1;190,00;Venda Pai Nao Existe no Banco
3402;2267;7763;1;670,00;Venda Pai Nao Existe no Banco
3403;2268;1533;1;90,00;Venda Pai Nao Existe no Banco
3404;2268;1370;1;100,00;Venda Pai Nao Existe no Banco
3405;2269;1721;1;550,00;Venda Pai Nao Existe no Banco
3406;2270;4796;1;79,00;Venda Pai Nao Existe no Banco
3408;2271;7673;1;240,00;Venda Pai Nao Existe no Banco
3409;2272;7385;2;20,00;Venda Pai Nao Existe no Banco
3410;2273;1542;1;235,00;Venda Pai Nao Existe no Banco
3411;2253;6412;1;430,00;Venda Pai Nao Existe no Banco
3412;2276;1552;0,5;70,00;Venda Pai Nao Existe no Banco
3413;2277;1533;1;90,00;Venda Pai Nao Existe no Banco
3414;2278;1534;1;90,00;Venda Pai Nao Existe no Banco
3415;2278;7663;1;200,00;Venda Pai Nao Existe no Banco
3416;2279;7581;1;450,00;Venda Pai Nao Existe no Banco
3417;2281;1534;1;160,00;Venda Pai Nao Existe no Banco
3418;2281;5916;1;100,00;Venda Pai Nao Existe no Banco
3419;2282;4163;1;79,00;Venda Pai Nao Existe no Banco
3420;2282;1335;1;79,00;Venda Pai Nao Existe no Banco
3421;2283;4149;1;79,00;Venda Pai Nao Existe no Banco
3422;2284;1554;1;170,00;Venda Pai Nao Existe no Banco
3423;2284;7241;1;230,00;Venda Pai Nao Existe no Banco
3424;2285;1534;1;180,00;Venda Pai Nao Existe no Banco
3425;2286;4514;1;280,00;Venda Pai Nao Existe no Banco
3426;2286;7506;1;220,00;Venda Pai Nao Existe no Banco
3427;2287;4587;1;510,00;Venda Pai Nao Existe no Banco
3428;2287;5934;1;270,00;Venda Pai Nao Existe no Banco
3429;2288;1533;2;0,00;Venda Pai Nao Existe no Banco
3430;2288;3328;1;190,00;Venda Pai Nao Existe no Banco
3431;2288;6001;1;0,00;Venda Pai Nao Existe no Banco
3432;2288;4278;1;79,00;Venda Pai Nao Existe no Banco
3433;2290;7724;1;170,00;Venda Pai Nao Existe no Banco
3434;2291;1760;1;460,00;Venda Pai Nao Existe no Banco
3435;2291;7508;1;230,00;Venda Pai Nao Existe no Banco
3436;2292;7730;1;220,00;Venda Pai Nao Existe no Banco
3437;2293;7746;1;200,00;Venda Pai Nao Existe no Banco
3439;2033;6879;1;270,00;Venda Pai Nao Existe no Banco
3440;2294;1760;1;470,00;Venda Pai Nao Existe no Banco
3441;2294;7679;1;230,00;Venda Pai Nao Existe no Banco
3442;2295;3514;1;79,00;Venda Pai Nao Existe no Banco
3443;2295;6247;1;79,00;Venda Pai Nao Existe no Banco
3444;2297;5973;1;650,00;Venda Pai Nao Existe no Banco
3445;2298;1542;1;260,00;Venda Pai Nao Existe no Banco
3446;2298;7534;1;100,00;Venda Pai Nao Existe no Banco
3447;2299;1542;1;230,00;Venda Pai Nao Existe no Banco
3448;2299;7519;1;170,00;Venda Pai Nao Existe no Banco
3449;2300;7389;1;525,00;Venda Pai Nao Existe no Banco
3450;2300;5530;1;335,00;Venda Pai Nao Existe no Banco
3451;2301;7762;1;520,00;Venda Pai Nao Existe no Banco
3454;2301;7746;-1;-200,00;Venda Pai Nao Existe no Banco
3455;2302;7638;1;570,00;Venda Pai Nao Existe no Banco
3456;2302;1668;1;180,00;Venda Pai Nao Existe no Banco
3457;2303;1534;1;160,00;Venda Pai Nao Existe no Banco
3458;2303;7497;1;160,00;Venda Pai Nao Existe no Banco
3460;2304;4514;1;250,00;Venda Pai Nao Existe no Banco
3461;2306;4107;1;79,00;Venda Pai Nao Existe no Banco
3462;2307;1534;1;160,00;Venda Pai Nao Existe no Banco
3463;2307;7725;1;160,00;Venda Pai Nao Existe no Banco
3464;2308;1542;1;260,00;Venda Pai Nao Existe no Banco
3465;2309;1534;1;140,00;Venda Pai Nao Existe no Banco
3466;2309;7244;1;360,00;Venda Pai Nao Existe no Banco
3467;2310;1533;1;100,00;Venda Pai Nao Existe no Banco
3468;2310;7389;1;530,00;Venda Pai Nao Existe no Banco
3470;2310;7645;1;170,00;Venda Pai Nao Existe no Banco
3471;2311;1672;1;180,00;Venda Pai Nao Existe no Banco
3472;2311;7736;1;200,00;Venda Pai Nao Existe no Banco
3473;2312;5627;1;500,00;Venda Pai Nao Existe no Banco
3474;2313;4680;0,5;110,00;Venda Pai Nao Existe no Banco
3475;2314;1533;1;90,00;Venda Pai Nao Existe no Banco
3478;2316;1542;1;260,00;Venda Pai Nao Existe no Banco
3479;2316;7712;1;220,00;Venda Pai Nao Existe no Banco
3480;2318;1542;1;260,00;Venda Pai Nao Existe no Banco
3481;2319;1533;1;100,00;Venda Pai Nao Existe no Banco
3482;2320;7479;1;220,00;Venda Pai Nao Existe no Banco
3483;2320;1534;1;160,00;Venda Pai Nao Existe no Banco
3484;2321;1534;1;160,00;Venda Pai Nao Existe no Banco
3485;2322;1534;1;160,00;Venda Pai Nao Existe no Banco
3486;2323;1533;1;90,00;Venda Pai Nao Existe no Banco
3489;2324;1769;1;720,00;Venda Pai Nao Existe no Banco
3490;2324;7638;1;570,00;Venda Pai Nao Existe no Banco
3491;2325;1533;1;90,00;Venda Pai Nao Existe no Banco
3492;2325;7730;1;200,00;Venda Pai Nao Existe no Banco
3493;2327;1370;1;100,00;Venda Pai Nao Existe no Banco
3494;2328;1994;1;900,00;Venda Pai Nao Existe no Banco
3496;2329;7586;1;260,00;Venda Pai Nao Existe no Banco
3499;2329;7737;1;120,00;Venda Pai Nao Existe no Banco
3500;2332;7678;1;200,00;Venda Pai Nao Existe no Banco
3501;2333;1534;1;130,00;Venda Pai Nao Existe no Banco
3502;2333;7103;1;90,00;Venda Pai Nao Existe no Banco
3503;2335;1542;1;230,00;Venda Pai Nao Existe no Banco
3504;2335;7646;1;170,00;Venda Pai Nao Existe no Banco
3505;2336;7586;1;410,00;Venda Pai Nao Existe no Banco
3506;2337;5018;1;60,00;Venda Pai Nao Existe no Banco
3507;2338;1542;1;230,00;Venda Pai Nao Existe no Banco
3508;2339;1542;1;260,00;Venda Pai Nao Existe no Banco
3509;2339;2287;1;100,00;Venda Pai Nao Existe no Banco
3510;2339;7760;1;190,00;Venda Pai Nao Existe no Banco
3512;2341;1752;1;230,00;Venda Pai Nao Existe no Banco
3513;2340;7389;0,5;220,00;Venda Pai Nao Existe no Banco
3514;2341;2705;1;100,00;Venda Pai Nao Existe no Banco
3515;2342;5578;1;480,00;Venda Pai Nao Existe no Banco
3516;2342;7276;1;350,00;Venda Pai Nao Existe no Banco
3517;2343;1542;1;260,00;Venda Pai Nao Existe no Banco
3518;2343;7736;1;220,00;Venda Pai Nao Existe no Banco
3519;2344;4680;1;230,00;Venda Pai Nao Existe no Banco
3521;2345;7767;1;1.200,00;Venda Pai Nao Existe no Banco
3522;2346;7751;1;200,00;Venda Pai Nao Existe no Banco
3523;2346;1891;-1;-100,00;Venda Pai Nao Existe no Banco
3524;2347;7667;1;200,00;Venda Pai Nao Existe no Banco
3525;2348;5913;1;130,00;Venda Pai Nao Existe no Banco
3526;2349;6796;1;530,00;Venda Pai Nao Existe no Banco
3527;2351;1533;1;80,00;Venda Pai Nao Existe no Banco
3528;2351;1370;1;100,00;Venda Pai Nao Existe no Banco
3529;2352;6736;1;550,00;Venda Pai Nao Existe no Banco
3532;2354;4205;1;200,00;Venda Pai Nao Existe no Banco
3533;2338;7713;1;190,00;Venda Pai Nao Existe no Banco
3534;2355;1526;1;120,00;Venda Pai Nao Existe no Banco
3535;2356;7114;1;100,00;Venda Pai Nao Existe no Banco
3536;2357;7728;1;100,00;Venda Pai Nao Existe no Banco
3537;2359;1542;1;260,00;Venda Pai Nao Existe no Banco
3538;2360;7687;1;220,00;Venda Pai Nao Existe no Banco
3539;2361;6215;1;79,00;Venda Pai Nao Existe no Banco
3540;2361;1335;1;79,00;Venda Pai Nao Existe no Banco
3541;2362;1760;1;480,00;Venda Pai Nao Existe no Banco
3542;2362;1542;1;-280,00;Venda Pai Nao Existe no Banco
3543;2363;5908;1;100,00;Venda Pai Nao Existe no Banco
3545;2366;1534;1;140,00;Venda Pai Nao Existe no Banco
3546;2367;4587;1;310,00;Venda Pai Nao Existe no Banco
3547;2367;6605;1;340,00;Venda Pai Nao Existe no Banco
3548;2368;4983;1;90,00;Venda Pai Nao Existe no Banco
3549;2370;1534;1;180,00;Venda Pai Nao Existe no Banco
3550;2369;7323;1;100,00;Venda Pai Nao Existe no Banco
3551;2371;2519;1;230,00;Venda Pai Nao Existe no Banco
3552;2371;1533;1;90,00;Venda Pai Nao Existe no Banco
3553;2372;1533;1;110,00;Venda Pai Nao Existe no Banco
3554;2373;7684;1;200,00;Venda Pai Nao Existe no Banco
3555;2374;1370;1;100,00;Venda Pai Nao Existe no Banco
3556;2374;1321;1;79,90;Venda Pai Nao Existe no Banco
3557;2375;1533;1;90,00;Venda Pai Nao Existe no Banco
3559;2375;7494;1;160,00;Venda Pai Nao Existe no Banco
3560;2376;1552;1;190,00;Venda Pai Nao Existe no Banco
3561;2376;7232;1;320,00;Venda Pai Nao Existe no Banco
3562;2344;7499;1;220,00;Venda Pai Nao Existe no Banco
3563;2378;1533;1;80,00;Venda Pai Nao Existe no Banco
3564;2378;1370;1;125,00;Venda Pai Nao Existe no Banco
3565;2379;6457;1;410,00;Venda Pai Nao Existe no Banco
3566;2380;1542;1;260,00;Venda Pai Nao Existe no Banco
3567;2380;7665;1;230,00;Venda Pai Nao Existe no Banco
3568;2381;1554;0,5;95,00;Venda Pai Nao Existe no Banco
3569;2382;1534;1;180,00;Venda Pai Nao Existe no Banco
3571;2384;7501;1;200,00;Venda Pai Nao Existe no Banco
3572;2385;1809;1;79,00;Venda Pai Nao Existe no Banco
3574;2386;4206;1;100,00;Venda Pai Nao Existe no Banco
3575;2387;5467;1;100,00;Venda Pai Nao Existe no Banco
3576;2388;1721;1;590,00;Venda Pai Nao Existe no Banco
3577;2388;7506;1;230,00;Venda Pai Nao Existe no Banco
3578;2388;1721;1;650,00;Venda Pai Nao Existe no Banco
3579;2388;7727;1;250,00;Venda Pai Nao Existe no Banco
3580;2389;1533;1;90,00;Venda Pai Nao Existe no Banco
3581;2390;5060;1;150,00;Venda Pai Nao Existe no Banco
3582;2390;3902;1;100,00;Venda Pai Nao Existe no Banco
3583;2391;1534;1;160,00;Venda Pai Nao Existe no Banco
3584;2391;7116;1;120,00;Venda Pai Nao Existe no Banco
3585;2392;1534;1;160,00;Venda Pai Nao Existe no Banco
3586;2392;6419;1;290,00;Venda Pai Nao Existe no Banco
3587;2393;5627;1;580,00;Venda Pai Nao Existe no Banco
3588;2394;7714;1;190,00;Venda Pai Nao Existe no Banco
3589;2394;1721;1;540,00;Venda Pai Nao Existe no Banco
3590;2395;1534;1;130,00;Venda Pai Nao Existe no Banco
3591;2395;7694;1;180,00;Venda Pai Nao Existe no Banco
3592;2395;7391;1;190,00;Venda Pai Nao Existe no Banco
3593;2396;7389;1;490,00;Venda Pai Nao Existe no Banco
3594;2396;7699;1;220,00;Venda Pai Nao Existe no Banco
3595;2397;6505;1;120,00;Venda Pai Nao Existe no Banco
3596;2364;1542;1;270,00;Venda Pai Nao Existe no Banco
3599;2398;7769;1;440,00;Venda Pai Nao Existe no Banco
3600;2399;1533;1;90,00;Venda Pai Nao Existe no Banco
3601;2399;3387;1;100,00;Venda Pai Nao Existe no Banco
3602;2400;5916;1;120,00;Venda Pai Nao Existe no Banco
3603;2402;1804;1;750,00;Venda Pai Nao Existe no Banco
3604;2402;7737;1;200,00;Venda Pai Nao Existe no Banco
3605;2403;3318;1;79,00;Venda Pai Nao Existe no Banco
3606;2404;1752;1;230,00;Venda Pai Nao Existe no Banco
3607;2404;1370;1;100,00;Venda Pai Nao Existe no Banco
3608;2405;1540;1;60,00;Venda Pai Nao Existe no Banco
3609;2408;7586;1;450,00;Venda Pai Nao Existe no Banco
3610;2408;7438;1;340,00;Venda Pai Nao Existe no Banco
3611;2410;1534;1;160,00;Venda Pai Nao Existe no Banco
3613;2411;6792;1;220,00;Venda Pai Nao Existe no Banco
3614;2412;1534;1;160,00;Venda Pai Nao Existe no Banco
3615;2412;1370;1;100,00;Venda Pai Nao Existe no Banco
3617;2413;5734;1;360,00;Venda Pai Nao Existe no Banco
3618;2413;6717;1;527,00;Venda Pai Nao Existe no Banco
3619;2414;1370;1;100,00;Venda Pai Nao Existe no Banco
3620;2415;1527;1;120,00;Venda Pai Nao Existe no Banco
3621;2416;2403;2;640,00;Venda Pai Nao Existe no Banco
3622;2417;1542;1;130,00;Venda Pai Nao Existe no Banco
3623;2418;7188;1;480,00;Venda Pai Nao Existe no Banco
3624;2419;1534;1;160,00;Venda Pai Nao Existe no Banco
3625;2419;5908;1;100,00;Venda Pai Nao Existe no Banco
3626;2420;1534;1;140,00;Venda Pai Nao Existe no Banco
3627;2420;2588;1;280,00;Venda Pai Nao Existe no Banco
3628;2421;1534;1;160,00;Venda Pai Nao Existe no Banco
3629;2421;7497;1;190,00;Venda Pai Nao Existe no Banco
3630;2422;1542;1;260,00;Venda Pai Nao Existe no Banco
3631;2423;5515;1;440,00;Venda Pai Nao Existe no Banco
3632;2424;7745;1;190,00;Venda Pai Nao Existe no Banco
3634;2425;7761;1;250,00;Venda Pai Nao Existe no Banco
3635;2426;6605;1;340,00;Venda Pai Nao Existe no Banco
3637;2426;1752;0,5;130,00;Venda Pai Nao Existe no Banco
3638;2425;4497;1;480,00;Venda Pai Nao Existe no Banco
3639;2423;5078;1;630,00;Venda Pai Nao Existe no Banco
3640;2427;1752;1;260,00;Venda Pai Nao Existe no Banco
3641;2427;6562;1;480,00;Venda Pai Nao Existe no Banco
3642;2428;7608;1;190,00;Venda Pai Nao Existe no Banco
3643;2429;1533;1;85,00;Venda Pai Nao Existe no Banco
3644;2429;7103;1;100,00;Venda Pai Nao Existe no Banco
3645;2430;1542;1;260,00;Venda Pai Nao Existe no Banco
3646;2430;5118;1;200,00;Venda Pai Nao Existe no Banco
3647;2431;7450;1;390,00;Venda Pai Nao Existe no Banco
3648;2431;1562;1;550,00;Venda Pai Nao Existe no Banco
3649;2432;3180;1;480,00;Venda Pai Nao Existe no Banco
3650;2433;1533;1;100,00;Venda Pai Nao Existe no Banco
3651;2433;1533;1;100,00;Venda Pai Nao Existe no Banco
3652;2434;1542;1;250,00;Venda Pai Nao Existe no Banco
3653;2435;1534;1;160,00;Venda Pai Nao Existe no Banco
3654;2436;1540;1;80,00;Venda Pai Nao Existe no Banco
