Código;Lk_Vendas;Data_Venc;Valor_Parcela;Data_Pgto;Valor_Pago;Número_parcela1;Número_parcela2;cartão;che pré;dinheiro;Requisição;multa;juros;comissão;recibo
16138;2808;10/10/2018;117,00;11/10/2018;117,00;4;4;0,00;0,00;117,00;0,00;0,00;0,00;0,00;FALSO
16139;2542;05/07/2018;130,00;03/07/2018;130,00;1;1;0,00;0,00;130,00;0,00;0,00;0,00;0,00;FALSO
16140;2814;20/07/2018;100,00;21/06/2018;100,00;1;5;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
16141;2814;20/08/2018;100,00;20/07/2018;100,00;2;5;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
16142;2814;20/09/2018;100,00;20/08/2018;100,00;3;5;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
16143;2814;20/10/2018;100,00;06/09/2018;100,00;4;5;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
16144;2814;20/11/2018;100,00;20/09/2018;100,00;5;5;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
16145;2813;12/07/2018;43,00;07/08/2018;43,00;1;2;0,00;0,00;43,00;0,00;0,00;0,00;0,00;FALSO
16146;2813;12/08/2018;43,00;13/11/2018;45,00;2;2;0,00;0,00;45,00;0,00;2,00;0,00;0,00;FALSO
16147;2821;14/07/2018;95,00;12/07/2018;95,00;1;4;0,00;0,00;95,00;0,00;0,00;0,00;0,00;FALSO
16148;2821;14/08/2018;95,00;14/08/2018;95,00;2;4;0,00;0,00;95,00;0,00;0,00;0,00;0,00;FALSO
16149;2821;14/09/2018;95,00;13/09/2018;95,00;3;4;0,00;0,00;95,00;0,00;0,00;0,00;0,00;FALSO
16150;2821;14/10/2018;95,00;13/10/2018;95,00;4;4;0,00;0,00;95,00;0,00;0,00;0,00;0,00;FALSO
16151;2838;05/07/2018;54,00;12/07/2018;54,00;1;3;0,00;0,00;54,00;0,00;0,00;0,00;0,00;FALSO
16152;2838;05/08/2018;53,00;06/08/2018;53,00;2;3;0,00;0,00;53,00;0,00;0,00;0,00;0,00;FALSO
16153;2838;05/09/2018;53,00;06/09/2018;53,00;3;3;0,00;0,00;53,00;0,00;0,00;0,00;0,00;FALSO
16154;2842;23/06/2018;280,00;;0,00;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
16155;2845;21/07/2018;30,00;20/07/2018;30,00;1;2;0,00;0,00;30,00;0,00;0,00;0,00;0,00;FALSO
16156;2845;21/08/2018;30,00;28/08/2018;30,00;2;2;0,00;0,00;30,00;0,00;0,00;0,00;0,00;FALSO
16157;2839;21/07/2018;87,00;10/07/2018;87,00;1;2;0,00;0,00;87,00;0,00;0,00;0,00;0,00;FALSO
16158;2839;21/08/2018;86,00;08/08/2018;86,00;2;2;0,00;0,00;86,00;0,00;0,00;0,00;0,00;FALSO
16159;2851;29/06/2018;120,00;30/06/2018;120,00;1;1;0,00;0,00;120,00;0,00;0,00;0,00;0,00;FALSO
16160;2852;10/07/2018;120,00;12/11/2018;120,00;1;6;0,00;0,00;120,00;0,00;0,00;0,00;0,00;FALSO
16161;2852;10/08/2018;120,00;12/11/2018;120,00;2;6;0,00;0,00;120,00;0,00;0,00;0,00;0,00;FALSO
16162;2852;10/09/2018;120,00;12/11/2018;120,00;3;6;0,00;0,00;120,00;0,00;0,00;0,00;0,00;FALSO
16163;2852;10/10/2018;120,00;12/11/2018;120,00;4;6;0,00;0,00;120,00;0,00;0,00;0,00;0,00;FALSO
16164;2852;10/11/2018;120,00;12/11/2018;120,00;5;6;0,00;0,00;120,00;0,00;0,00;0,00;0,00;FALSO
16165;2852;10/12/2018;120,00;12/11/2018;120,00;6;6;0,00;0,00;120,00;0,00;0,00;0,00;0,00;FALSO
16166;2854;30/07/2018;60,00;27/07/2018;60,00;1;5;0,00;0,00;60,00;0,00;0,00;0,00;0,00;FALSO
16167;2854;30/08/2018;60,00;29/08/2018;60,00;2;5;0,00;0,00;60,00;0,00;0,00;0,00;0,00;FALSO
16168;2854;30/09/2018;60,00;27/09/2018;60,00;3;5;0,00;0,00;60,00;0,00;0,00;0,00;0,00;FALSO
16169;2854;30/10/2018;60,00;29/10/2018;60,00;4;5;0,00;0,00;60,00;0,00;0,00;0,00;0,00;FALSO
16170;2854;30/11/2018;60,00;;0,00;5;5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
16171;2856;10/07/2018;114,00;07/07/2018;114,00;1;3;0,00;0,00;114,00;0,00;0,00;0,00;0,00;FALSO
16172;2856;10/08/2018;113,00;06/08/2018;113,00;2;3;0,00;0,00;113,00;0,00;0,00;0,00;0,00;FALSO
16173;2856;10/09/2018;113,00;10/09/2018;113,00;3;3;0,00;0,00;113,00;0,00;0,00;0,00;0,00;FALSO
16174;2857;07/08/2018;100,00;07/08/2018;100,00;1;6;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
16175;2857;07/09/2018;90,00;10/09/2018;90,00;2;6;0,00;0,00;90,00;0,00;0,00;0,00;0,00;FALSO
16176;2857;07/10/2018;90,00;08/10/2018;90,00;3;6;0,00;0,00;90,00;0,00;0,00;0,00;0,00;FALSO
16177;2857;07/11/2018;90,00;07/11/2018;90,00;4;6;0,00;0,00;90,00;0,00;0,00;0,00;0,00;FALSO
16178;2857;07/12/2018;90,00;08/12/2018;90,00;5;6;0,00;0,00;90,00;0,00;0,00;0,00;0,00;FALSO
16179;2857;07/01/2019;90,00;10/01/2019;90,00;6;6;0,00;0,00;90,00;0,00;0,00;0,00;0,00;FALSO
16180;2737;15/08/2018;115,00;17/08/2018;115,00;1;6;0,00;0,00;115,00;0,00;0,00;0,00;0,00;FALSO
16181;2737;15/09/2018;115,00;24/09/2018;115,00;2;6;0,00;0,00;115,00;0,00;0,00;0,00;0,00;FALSO
16182;2737;15/10/2018;115,00;19/11/2018;115,00;3;6;0,00;0,00;115,00;0,00;0,00;0,00;0,00;FALSO
16183;2737;15/11/2018;115,00;19/11/2018;115,00;4;6;0,00;0,00;115,00;0,00;0,00;0,00;0,00;FALSO
16184;2737;15/12/2018;115,00;24/12/2018;115,00;5;6;0,00;0,00;115,00;0,00;0,00;0,00;0,00;FALSO
16185;2737;15/01/2019;115,00;08/02/2019;115,00;6;6;0,00;0,00;115,00;0,00;0,00;0,00;0,00;FALSO
16186;2862;05/08/2018;60,00;06/09/2018;60,00;1;2;0,00;0,00;60,00;0,00;0,00;0,00;0,00;FALSO
16187;2862;05/09/2018;60,00;06/09/2018;60,00;2;2;0,00;0,00;60,00;0,00;0,00;0,00;0,00;FALSO
16188;2865;10/08/2018;180,00;08/08/2018;180,00;1;1;0,00;0,00;180,00;0,00;0,00;0,00;0,00;FALSO
16189;2867;11/07/2018;80,00;09/07/2018;80,00;1;3;0,00;0,00;80,00;0,00;0,00;0,00;0,00;FALSO
16190;2867;11/08/2018;100,00;06/08/2018;100,00;2;3;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
16191;2867;11/09/2018;100,00;08/09/2018;100,00;3;3;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
16192;2858;10/08/2018;100,00;06/08/2018;100,00;1;2;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
16193;2858;10/09/2018;100,00;06/09/2018;100,00;2;2;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
16194;2871;06/08/2018;120,00;03/08/2018;120,00;1;1;0,00;0,00;120,00;0,00;0,00;0,00;0,00;FALSO
16195;2873;10/08/2018;60,00;04/08/2018;60,00;1;6;0,00;0,00;60,00;0,00;0,00;0,00;0,00;FALSO
16196;2873;10/09/2018;64,00;10/09/2018;64,00;2;6;0,00;0,00;64,00;0,00;0,00;0,00;0,00;FALSO
16197;2873;10/10/2018;64,00;06/10/2018;64,00;3;6;0,00;0,00;64,00;0,00;0,00;0,00;0,00;FALSO
16198;2873;10/11/2018;64,00;07/11/2018;64,00;4;6;0,00;0,00;64,00;0,00;0,00;0,00;0,00;FALSO
16199;2873;10/12/2018;64,00;06/12/2018;64,00;5;6;0,00;0,00;64,00;0,00;0,00;0,00;0,00;FALSO
16200;2873;10/01/2019;64,00;07/01/2019;64,00;6;6;0,00;0,00;64,00;0,00;0,00;0,00;0,00;FALSO
16201;2874;10/08/2018;116,00;11/08/2018;116,00;1;5;0,00;0,00;116,00;0,00;0,00;0,00;0,00;FALSO
16202;2874;10/09/2018;116,00;15/09/2018;116,00;2;5;0,00;0,00;116,00;0,00;0,00;0,00;0,00;FALSO
16203;2874;10/10/2018;116,00;16/10/2018;116,00;3;5;0,00;0,00;116,00;0,00;0,00;0,00;0,00;FALSO
16204;2874;10/11/2018;116,00;01/12/2018;116,00;4;5;0,00;0,00;116,00;0,00;0,00;0,00;0,00;FALSO
16205;2874;10/12/2018;116,00;01/12/2018;116,00;5;5;0,00;0,00;116,00;0,00;0,00;0,00;0,00;FALSO
16211;2878;10/08/2018;100,00;08/08/2018;100,00;1;6;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
16212;2878;10/09/2018;90,00;10/09/2018;90,00;2;6;0,00;0,00;90,00;0,00;0,00;0,00;0,00;FALSO
16213;2878;10/10/2018;90,00;09/10/2018;90,00;3;6;0,00;0,00;90,00;0,00;0,00;0,00;0,00;FALSO
16214;2878;10/11/2018;90,00;08/11/2018;90,00;4;6;0,00;0,00;90,00;0,00;0,00;0,00;0,00;FALSO
16215;2878;10/12/2018;90,00;20/11/2018;90,00;5;6;0,00;0,00;90,00;0,00;0,00;0,00;0,00;FALSO
16216;2878;10/01/2019;90,00;27/12/2018;90,00;6;6;0,00;0,00;90,00;0,00;0,00;0,00;0,00;FALSO
16217;1904;25/08/2018;38,00;21/08/2018;38,00;1;6;0,00;0,00;38,00;0,00;0,00;0,00;0,00;FALSO
16223;2884;10/08/2018;65,00;10/08/2018;65,00;1;4;0,00;0,00;65,00;0,00;0,00;0,00;0,00;FALSO
16224;2884;10/09/2018;65,00;04/10/2018;65,00;2;4;0,00;0,00;65,00;0,00;0,00;0,00;0,00;FALSO
16225;2884;10/10/2018;65,00;04/10/2018;65,00;3;4;0,00;0,00;65,00;0,00;0,00;0,00;0,00;FALSO
16226;2884;10/11/2018;65,00;13/11/2018;65,00;4;4;0,00;0,00;65,00;0,00;0,00;0,00;0,00;FALSO
16227;2887;07/08/2018;110,00;06/08/2018;110,00;1;2;0,00;0,00;110,00;0,00;0,00;0,00;0,00;FALSO
16228;2887;07/09/2018;110,00;06/09/2018;110,00;2;2;0,00;0,00;110,00;0,00;0,00;0,00;0,00;FALSO
16229;2888;11/08/2018;40,00;01/09/2018;41,00;1;2;0,00;0,00;41,00;0,00;0,50;0,50;0,00;FALSO
16230;2888;11/09/2018;40,00;01/10/2018;42,00;2;2;0,00;0,00;42,00;0,00;2,00;0,00;0,00;FALSO
16231;2875;06/08/2018;55,00;03/08/2018;55,00;1;6;0,00;0,00;55,00;0,00;0,00;0,00;0,00;FALSO
16232;2875;06/09/2018;52,00;03/08/2018;52,00;2;6;0,00;3,00;52,00;0,00;0,00;0,00;0,00;FALSO
16233;2875;06/10/2018;52,00;03/08/2018;52,00;3;6;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
16234;2875;06/11/2018;53,00;29/08/2018;53,00;4;6;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
16235;2875;06/12/2018;52,00;29/08/2018;52,00;5;6;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
16236;2875;06/01/2019;52,00;29/08/2018;52,00;6;6;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
16237;2890;07/08/2018;50,00;07/08/2018;50,00;1;4;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
16238;2890;07/09/2018;50,00;11/09/2018;50,00;2;4;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
16239;2890;07/10/2018;50,00;08/10/2018;50,00;3;4;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
16240;2890;07/11/2018;50,00;08/11/2018;50,00;4;4;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
16241;2891;05/08/2018;58,00;06/08/2018;58,00;1;5;0,00;0,00;58,00;0,00;0,00;0,00;0,00;FALSO
16242;2891;05/09/2018;58,00;06/08/2018;58,00;2;5;0,00;0,00;58,00;0,00;0,00;0,00;0,00;FALSO
16243;2891;05/10/2018;58,00;08/10/2018;58,00;3;5;0,00;0,00;58,00;0,00;0,00;0,00;0,00;FALSO
16244;2891;05/11/2018;58,00;05/11/2018;58,00;4;5;0,00;0,00;58,00;0,00;0,00;0,00;0,00;FALSO
16245;2891;05/12/2018;58,00;05/12/2018;58,00;5;5;0,00;0,00;58,00;0,00;0,00;0,00;0,00;FALSO
16246;2892;15/08/2018;160,00;15/08/2018;160,00;1;4;0,00;0,00;160,00;0,00;0,00;0,00;0,00;FALSO
16247;2892;15/09/2018;160,00;02/10/2018;160,00;2;4;0,00;0,00;160,00;0,00;0,00;0,00;0,00;FALSO
16248;2892;15/10/2018;160,00;02/10/2018;160,00;3;4;0,00;0,00;160,00;0,00;0,00;0,00;0,00;FALSO
16249;2892;15/11/2018;160,00;16/11/2018;160,00;4;4;0,00;0,00;160,00;0,00;0,00;0,00;0,00;FALSO
16250;2872;12/08/2018;260,00;06/08/2018;260,00;1;1;0,00;0,00;260,00;0,00;0,00;0,00;0,00;FALSO
16251;2889;12/08/2018;65,00;13/08/2018;65,00;1;4;0,00;0,00;65,00;0,00;0,00;0,00;0,00;FALSO
16252;2889;12/09/2018;65,00;12/09/2018;65,00;2;4;0,00;0,00;65,00;0,00;0,00;0,00;0,00;FALSO
16253;2889;12/10/2018;65,00;11/10/2018;65,00;3;4;0,00;0,00;65,00;0,00;0,00;0,00;0,00;FALSO
16254;2889;12/11/2018;65,00;13/11/2018;65,00;4;4;0,00;0,00;65,00;0,00;0,00;0,00;0,00;FALSO
16255;2900;10/08/2018;100,00;02/08/2018;100,00;1;4;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
16256;2900;10/09/2018;100,00;06/09/2018;100,00;2;4;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
16257;2900;10/10/2018;100,00;16/10/2018;100,00;3;4;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
16258;2900;10/11/2018;100,00;10/12/2018;100,00;4;4;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
16259;2903;10/08/2018;80,00;07/08/2018;80,00;1;3;0,00;0,00;80,00;0,00;0,00;0,00;0,00;FALSO
16260;2903;10/09/2018;80,00;05/09/2018;80,00;2;3;0,00;0,00;80,00;0,00;0,00;0,00;0,00;FALSO
16261;2903;10/10/2018;80,00;06/10/2018;80,00;3;3;0,00;0,00;80,00;0,00;0,00;0,00;0,00;FALSO
16262;2909;05/08/2018;75,00;10/08/2018;75,00;1;3;0,00;0,00;75,00;0,00;0,00;0,00;0,00;FALSO
16263;2909;05/09/2018;75,00;08/09/2018;75,00;2;3;0,00;0,00;75,00;0,00;0,00;0,00;0,00;FALSO
16264;2909;05/10/2018;75,00;03/10/2018;75,00;3;3;0,00;0,00;75,00;0,00;0,00;0,00;0,00;FALSO
16265;2914;19/08/2018;170,00;04/08/2018;170,00;1;5;0,00;0,00;166,00;0,00;0,00;0,00;0,00;FALSO
16266;2914;19/09/2018;162,00;04/09/2018;162,00;2;5;0,00;0,00;162,00;0,00;0,00;0,00;0,00;FALSO
16267;2914;19/10/2018;166,00;08/10/2018;166,00;3;5;0,00;0,00;166,00;0,00;0,00;0,00;0,00;FALSO
16268;2914;19/11/2018;166,00;09/11/2018;166,00;4;5;0,00;0,00;166,00;0,00;0,00;0,00;0,00;FALSO
16269;2914;19/12/2018;166,00;30/11/2018;166,00;5;5;0,00;0,00;166,00;0,00;0,00;0,00;0,00;FALSO
16270;2916;10/08/2018;60,00;10/08/2018;60,00;1;2;0,00;0,00;60,00;0,00;0,00;0,00;0,00;VERDADEIRO
16271;2916;10/09/2018;100,00;29/08/2018;100,00;2;2;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
16272;2919;19/08/2018;50,00;04/09/2018;50,00;1;6;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
16273;2919;19/09/2018;50,00;13/12/2018;50,00;2;6;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
16274;2919;19/10/2018;50,00;13/12/2018;50,00;3;6;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
16275;2919;19/11/2018;50,00;17/01/2019;50,00;4;6;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
16276;2919;19/12/2018;50,00;13/03/2019;50,00;5;6;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
16277;2919;19/01/2019;50,00;12/04/2019;50,00;6;6;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
16278;2921;10/08/2018;73,00;18/08/2018;73,00;1;5;0,00;0,00;73,00;0,00;0,00;0,00;0,00;FALSO
16279;2921;10/09/2018;73,00;15/09/2018;73,00;2;5;0,00;0,00;73,00;0,00;0,00;0,00;0,00;FALSO
16280;2921;10/10/2018;73,00;16/10/2018;73,00;3;5;0,00;0,00;73,00;0,00;0,00;0,00;0,00;FALSO
16281;2921;10/11/2018;73,00;01/12/2018;73,00;4;5;0,00;0,00;73,00;0,00;0,00;0,00;0,00;FALSO
16282;2921;10/12/2018;73,00;01/12/2018;73,00;5;5;0,00;0,00;73,00;0,00;0,00;0,00;0,00;FALSO
16283;2923;15/08/2018;130,00;14/08/2018;130,00;1;2;0,00;0,00;130,00;0,00;0,00;0,00;0,00;FALSO
16284;2923;15/09/2018;130,00;08/10/2018;135,00;2;2;0,00;0,00;135,00;0,00;5,00;0,00;0,00;FALSO
16288;2925;10/08/2018;90,00;09/08/2018;90,00;1;4;0,00;0,00;90,00;0,00;0,00;0,00;0,00;FALSO
16289;2925;10/09/2018;80,00;06/09/2018;80,00;2;4;0,00;0,00;80,00;0,00;0,00;0,00;0,00;FALSO
16290;2925;10/10/2018;80,00;05/10/2018;80,00;3;4;0,00;0,00;80,00;0,00;0,00;0,00;0,00;FALSO
16291;2925;10/11/2018;80,00;19/12/2018;80,00;4;4;0,00;0,00;80,00;0,00;0,00;0,00;0,00;FALSO
16292;2926;06/09/2018;50,00;08/09/2018;50,00;1;3;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
16293;2926;06/10/2018;45,00;09/10/2018;45,00;2;3;0,00;0,00;45,00;0,00;0,00;0,00;0,00;FALSO
16294;2926;06/11/2018;45,00;09/10/2018;45,00;3;3;0,00;0,00;45,00;0,00;0,00;0,00;0,00;FALSO
16295;2928;12/08/2018;120,00;13/08/2018;120,00;1;6;0,00;0,00;120,00;0,00;0,00;0,00;0,00;FALSO
16296;2928;12/09/2018;50,00;17/09/2018;50,00;2;6;0,00;0,00;50,00;0,00;0,00;0,00;0,00;VERDADEIRO
16297;2928;12/10/2018;50,00;09/10/2018;50,00;3;6;0,00;0,00;50,00;0,00;0,00;0,00;0,00;VERDADEIRO
16298;2928;12/11/2018;126,00;07/11/2018;126,00;4;6;0,00;0,00;126,00;0,00;0,00;0,00;0,00;VERDADEIRO
16299;2928;12/12/2018;100,00;11/12/2018;100,00;5;6;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
16300;2928;12/01/2019;100,00;08/01/2019;100,00;6;6;0,00;0,00;100,00;0,00;0,00;0,00;0,00;VERDADEIRO
16301;2929;15/08/2018;136,00;14/08/2018;136,00;1;5;0,00;0,00;136,00;0,00;0,00;0,00;0,00;FALSO
16302;2929;15/09/2018;136,00;12/09/2018;136,00;2;5;0,00;0,00;136,00;0,00;0,00;0,00;0,00;FALSO
16303;2929;15/10/2018;136,00;01/11/2018;136,00;3;5;0,00;0,00;136,00;0,00;0,00;0,00;0,00;FALSO
16304;2929;15/11/2018;136,00;14/01/2019;136,00;4;5;0,00;0,00;136,00;0,00;0,00;0,00;0,00;FALSO
16305;2929;15/12/2018;136,00;14/01/2019;136,00;5;5;0,00;0,00;136,00;0,00;0,00;0,00;0,00;FALSO
16306;2906;02/08/2018;150,00;25/08/2018;150,00;1;1;0,00;0,00;150,00;0,00;0,00;0,00;0,00;FALSO
16307;2934;01/09/2018;44,00;06/09/2018;44,00;1;5;0,00;0,00;44,00;0,00;0,00;0,00;0,00;FALSO
16308;2934;01/10/2018;44,00;04/10/2018;44,00;2;5;0,00;0,00;44,00;0,00;0,00;0,00;0,00;FALSO
16309;2934;01/11/2018;44,00;04/10/2018;44,00;3;5;0,00;0,00;44,00;0,00;0,00;0,00;0,00;FALSO
16310;2934;01/12/2018;44,00;05/12/2018;44,00;4;5;44,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
16311;2934;01/01/2019;44,00;05/12/2018;44,00;5;5;44,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
16312;2902;27/08/2018;40,00;15/08/2018;40,00;1;5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
16313;2902;27/09/2018;30,00;03/09/2018;30,00;2;5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
16314;2902;27/10/2018;35,00;25/09/2018;35,00;3;5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
16315;2902;27/11/2018;20,00;01/10/2018;20,00;4;5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
16317;2943;05/09/2018;80,00;08/01/2019;80,00;1;6;0,00;0,00;80,00;0,00;0,00;0,00;0,00;FALSO
16318;2943;05/10/2018;78,00;08/01/2019;78,00;2;6;78,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
16319;2943;05/11/2018;78,00;06/05/2019;78,00;3;6;0,00;0,00;78,00;0,00;0,00;0,00;0,00;FALSO
16320;2943;05/12/2018;78,00;06/05/2019;78,00;4;6;0,00;0,00;78,00;0,00;0,00;0,00;0,00;FALSO
16321;2943;05/01/2019;78,00;02/09/2019;78,00;5;6;0,00;0,00;78,00;0,00;0,00;0,00;0,00;FALSO
16322;2943;05/02/2019;78,00;02/09/2019;78,00;6;6;0,00;0,00;78,00;0,00;0,00;0,00;0,00;FALSO
16323;2915;30/08/2018;70,00;27/08/2018;70,00;1;2;0,00;0,00;70,00;0,00;0,00;0,00;0,00;FALSO
16324;2915;30/09/2018;70,00;24/11/2018;70,00;2;2;0,00;0,00;70,00;0,00;0,00;0,00;0,00;FALSO
16325;2945;06/09/2018;50,00;18/09/2018;50,00;1;6;0,00;0,00;50,00;0,00;0,00;0,00;0,00;VERDADEIRO
16326;2945;06/10/2018;70,00;23/10/2018;70,00;2;6;0,00;0,00;70,00;0,00;0,00;0,00;0,00;FALSO
16327;2945;06/11/2018;55,00;08/11/2018;55,00;3;6;0,00;0,00;55,00;0,00;0,00;0,00;0,00;FALSO
16328;2945;06/12/2018;55,00;05/01/2019;55,00;4;6;0,00;0,00;55,00;0,00;0,00;0,00;0,00;FALSO
16329;2945;06/01/2019;55,00;11/02/2019;55,00;5;6;0,00;0,00;55,00;0,00;0,00;0,00;0,00;FALSO
16330;2945;06/02/2019;55,00;08/04/2019;55,00;6;6;0,00;0,00;55,00;0,00;0,00;0,00;0,00;FALSO
16331;2946;10/09/2018;49,00;10/09/2018;49,00;1;4;49,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
16332;2946;10/10/2018;47,00;08/10/2018;47,00;2;4;0,00;0,00;47,00;0,00;0,00;0,00;0,00;FALSO
16333;2946;10/11/2018;47,00;09/11/2018;47,00;3;4;0,00;0,00;47,00;0,00;0,00;0,00;0,00;FALSO
16334;2946;10/12/2018;47,00;09/11/2018;47,00;4;4;0,00;0,00;47,00;0,00;0,00;0,00;0,00;FALSO
16335;2952;05/09/2018;60,00;;0,00;1;6;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
16336;2952;05/10/2018;58,00;;0,00;2;6;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
16337;2952;05/11/2018;58,00;;0,00;3;6;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
16338;2952;05/12/2018;58,00;;0,00;4;6;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
16339;2952;05/01/2019;58,00;;0,00;5;6;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
16340;2952;05/02/2019;58,00;;0,00;6;6;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
16341;2924;01/09/2018;112,00;27/08/2018;112,00;1;3;0,00;0,00;112,00;0,00;0,00;0,00;0,00;FALSO
16342;2924;01/10/2018;112,00;29/09/2018;112,00;2;3;112,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
16343;2924;01/11/2018;116,00;03/11/2018;116,00;3;3;0,00;0,00;116,00;0,00;0,00;0,00;0,00;FALSO
16344;2643;30/09/2018;30,00;30/08/2018;30,00;1;3;0,00;0,00;30,00;0,00;0,00;0,00;0,00;FALSO
16347;2951;05/09/2018;45,00;06/09/2018;45,00;1;2;0,00;0,00;45,00;0,00;0,00;0,00;0,00;FALSO
16348;2951;05/10/2018;45,00;03/10/2018;45,00;2;2;0,00;0,00;45,00;0,00;0,00;0,00;0,00;FALSO
16349;2910;20/09/2018;105,00;23/08/2018;105,00;1;5;0,00;0,00;105,00;0,00;0,00;0,00;0,00;FALSO
16350;2910;20/10/2018;104,00;21/09/2018;104,00;2;5;0,00;0,00;105,00;0,00;0,00;0,00;0,00;FALSO
16351;2910;20/11/2018;106,00;20/10/2018;106,00;3;5;0,00;0,00;106,00;0,00;0,00;0,00;0,00;FALSO
16352;2910;20/12/2018;105,00;20/11/2018;105,00;4;5;0,00;0,00;105,00;0,00;0,00;0,00;0,00;FALSO
16353;2910;20/01/2019;105,00;11/01/2019;105,00;5;5;0,00;0,00;105,00;0,00;0,00;0,00;0,00;FALSO
16354;2931;20/09/2018;260,00;11/09/2018;260,00;1;3;0,00;0,00;260,00;0,00;0,00;0,00;0,00;FALSO
16355;2931;20/10/2018;260,00;27/09/2018;260,00;2;3;0,00;0,00;260,00;0,00;0,00;0,00;0,00;FALSO
16356;2931;20/11/2018;260,00;10/11/2018;260,00;3;3;0,00;0,00;260,00;0,00;0,00;0,00;0,00;FALSO
16357;2960;15/09/2018;280,00;14/10/2019;280,00;1;1;0,00;0,00;280,00;0,00;0,00;0,00;0,00;FALSO
16360;2961;03/09/2018;120,00;23/08/2018;120,00;1;2;0,00;0,00;120,00;0,00;0,00;0,00;0,00;FALSO
16361;2961;03/10/2018;120,00;15/10/2018;120,00;2;2;0,00;0,00;120,00;0,00;0,00;0,00;0,00;FALSO
16362;2962;20/09/2018;160,00;19/09/2018;160,00;1;3;0,00;0,00;160,00;0,00;0,00;0,00;0,00;FALSO
16363;2962;20/10/2018;155,00;15/10/2018;155,00;2;3;0,00;0,00;155,00;0,00;0,00;0,00;0,00;FALSO
16364;2962;20/11/2018;155,00;12/11/2018;155,00;3;3;0,00;0,00;155,00;0,00;0,00;0,00;0,00;FALSO
16365;2963;19/11/2018;46,00;10/11/2018;46,00;1;5;0,00;0,00;46,00;0,00;0,00;0,00;0,00;FALSO
16366;2963;19/12/2018;46,00;08/12/2018;46,00;2;5;0,00;0,00;46,00;0,00;0,00;0,00;0,00;FALSO
16367;2963;19/01/2019;46,00;29/12/2018;46,00;3;5;0,00;0,00;46,00;0,00;0,00;0,00;0,00;FALSO
16368;2963;19/02/2019;46,00;25/02/2019;46,00;4;5;0,00;0,00;46,00;0,00;0,00;0,00;0,00;FALSO
16369;2963;19/03/2019;46,00;13/04/2019;46,00;5;5;0,00;0,00;46,00;0,00;0,00;0,00;0,00;FALSO
