Código;Lk_Vendas;Data_Venc;Valor_Parcela;Data_Pgto;Valor_Pago;Número_parcela1;Número_parcela2;cartão;che pré;dinheiro;Requisição;multa;juros;comissão;recibo
12118;252;01/07/2016;110,00;;0,00;2;5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12119;252;01/08/2016;110,00;;0,00;3;5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12120;252;01/09/2016;110,00;;0,00;4;5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12121;252;01/10/2016;110,00;;0,00;5;5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12122;237;29/05/2016;80,00;30/05/2016;80,00;1;6;80,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12123;237;29/06/2016;78,00;14/07/2016;80,00;2;6;0,00;0,00;80,00;0,00;1,00;1,00;0,00;FALSO
12124;237;29/07/2016;78,00;;0,00;3;6;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12125;237;29/08/2016;78,00;;0,00;4;6;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12126;237;29/09/2016;78,00;;0,00;5;6;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12127;237;29/10/2016;78,00;;0,00;6;6;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12133;260;01/09/2016;67,00;20/06/2016;67,00;1;1;0,00;0,00;67,00;0,00;0,00;0,00;0,00;VERDADEIRO
12134;90;02/06/2016;123,00;21/06/2016;123,00;1;5;0,00;0,00;123,00;0,00;0,00;0,00;0,00;FALSO
12135;90;02/07/2016;50,00;11/05/2017;50,00;2;5;0,00;0,00;50,00;0,00;0,00;0,00;0,00;VERDADEIRO
12136;90;02/08/2016;196,00;24/01/2018;196,00;3;5;0,00;0,00;196,00;0,00;0,00;0,00;0,00;FALSO
12137;90;02/09/2016;123,00;;0,00;4;5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12138;90;02/10/2016;123,00;;0,00;5;5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12139;275;05/06/2016;50,00;02/06/2016;50,00;1;6;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
12140;275;05/07/2016;48,00;02/07/2016;48,00;2;6;0,00;0,00;48,00;0,00;0,00;0,00;0,00;FALSO
12141;275;05/08/2016;48,00;02/08/2016;48,00;3;6;0,00;0,00;48,00;0,00;0,00;0,00;0,00;FALSO
12142;275;05/09/2016;48,00;02/09/2016;48,00;4;6;0,00;0,00;48,00;0,00;0,00;0,00;0,00;FALSO
12143;275;05/10/2016;48,00;04/10/2016;48,00;5;6;0,00;0,00;48,00;0,00;0,00;0,00;0,00;FALSO
12144;275;05/11/2016;48,00;03/11/2016;48,00;6;6;0,00;0,00;48,00;0,00;0,00;0,00;0,00;FALSO
12150;278;05/06/2016;54,00;01/06/2016;54,00;1;5;0,00;0,00;54,00;0,00;0,00;0,00;0,00;FALSO
12151;278;05/07/2016;54,00;30/06/2016;54,00;2;5;0,00;0,00;54,00;0,00;0,00;0,00;0,00;FALSO
12152;278;05/08/2016;54,00;30/07/2016;54,00;3;5;0,00;0,00;54,00;0,00;0,00;0,00;0,00;FALSO
12153;278;05/09/2016;54,00;09/09/2016;54,00;4;5;0,00;0,00;54,00;0,00;0,00;0,00;0,00;FALSO
12154;278;05/10/2016;54,00;30/09/2016;54,00;5;5;0,00;0,00;54,00;0,00;0,00;0,00;0,00;FALSO
12155;273;05/06/2016;183,00;20/06/2016;183,00;1;3;0,00;0,00;183,00;0,00;0,00;0,00;0,00;VERDADEIRO
12156;273;05/07/2016;100,00;20/07/2016;100,00;2;3;0,00;0,00;100,00;0,00;0,00;0,00;0,00;VERDADEIRO
12157;273;05/08/2016;100,00;22/08/2016;100,00;3;3;0,00;0,00;100,00;0,00;0,00;0,00;0,00;VERDADEIRO
12158;181;15/05/2016;50,00;16/05/2016;50,00;1;5;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
12159;181;15/06/2016;50,00;15/06/2016;50,00;2;5;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
12160;181;15/07/2016;50,00;04/07/2016;50,00;3;5;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
12161;181;15/08/2016;50,00;16/08/2016;50,00;4;5;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
12162;181;15/09/2016;50,00;20/09/2016;50,00;5;5;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
12163;281;10/06/2016;62,00;11/06/2016;62,00;1;5;0,00;0,00;62,00;0,00;0,00;0,00;0,00;FALSO
12164;281;10/07/2016;62,00;11/07/2016;62,00;2;5;0,00;0,00;62,00;0,00;0,00;0,00;0,00;FALSO
12165;281;10/08/2016;62,00;11/08/2016;62,00;3;5;0,00;0,00;62,00;0,00;0,00;0,00;0,00;FALSO
12166;281;10/09/2016;62,00;09/09/2016;62,00;4;5;0,00;0,00;62,00;0,00;0,00;0,00;0,00;FALSO
12167;281;10/10/2016;62,00;10/10/2016;62,00;5;5;0,00;0,00;62,00;0,00;0,00;0,00;0,00;FALSO
12174;282;05/06/2016;48,00;08/06/2016;48,00;1;5;0,00;0,00;48,00;0,00;0,00;0,00;0,00;FALSO
12175;282;05/07/2016;48,00;05/07/2016;48,00;2;5;0,00;0,00;48,00;0,00;0,00;0,00;0,00;FALSO
12176;282;05/08/2016;48,00;05/08/2016;48,00;3;5;0,00;0,00;48,00;0,00;0,00;0,00;0,00;FALSO
12177;282;05/09/2016;48,00;09/09/2016;48,00;4;5;0,00;0,00;48,00;0,00;0,00;0,00;0,00;FALSO
12178;282;05/10/2016;48,00;21/09/2016;48,00;5;5;0,00;0,00;48,00;0,00;0,00;0,00;0,00;FALSO
12179;0;18/05/2016;100,00;;0,00;2;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12181;203;18/06/2016;50,00;04/06/2016;50,00;2;2;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
12182;292;07/06/2016;108,00;09/06/2016;108,00;1;5;0,00;0,00;108,00;0,00;0,00;0,00;0,00;FALSO
12183;292;07/07/2016;108,00;12/07/2016;108,00;2;5;0,00;0,00;108,00;0,00;0,00;0,00;0,00;FALSO
12184;292;07/08/2016;108,00;05/08/2016;108,00;3;5;0,00;0,00;108,00;0,00;0,00;0,00;0,00;FALSO
12185;292;07/09/2016;108,00;08/09/2016;108,00;4;5;0,00;0,00;108,00;0,00;0,00;0,00;0,00;FALSO
12186;292;07/10/2016;108,00;07/10/2016;108,00;5;5;0,00;0,00;108,00;0,00;0,00;0,00;0,00;FALSO
12187;293;10/06/2016;114,00;08/06/2016;114,00;1;5;114,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12188;293;10/07/2016;114,00;11/07/2016;114,00;2;5;0,00;0,00;114,00;0,00;0,00;0,00;0,00;FALSO
12189;293;10/08/2016;114,00;10/08/2016;114,00;3;5;0,00;0,00;114,00;0,00;0,00;0,00;0,00;FALSO
12190;293;10/09/2016;114,00;12/09/2016;114,00;4;5;0,00;0,00;114,00;0,00;0,00;0,00;0,00;FALSO
12191;293;10/10/2016;114,00;25/10/2016;115,00;5;5;115,00;0,00;0,00;0,00;0,50;0,50;0,00;FALSO
12192;291;10/06/2016;100,00;07/06/2016;100,00;1;5;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
12193;291;10/07/2016;100,00;08/07/2016;100,00;2;5;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
12194;291;10/08/2016;100,00;06/08/2016;100,00;3;5;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
12195;291;10/09/2016;100,00;08/10/2016;100,00;4;5;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
12196;291;10/10/2016;100,00;09/12/2016;100,00;5;5;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
12197;234;15/06/2016;30,00;14/06/2016;30,00;1;2;0,00;0,00;30,00;0,00;0,00;0,00;0,00;FALSO
12198;234;15/07/2016;10,00;14/06/2016;10,00;2;2;0,00;0,00;10,00;0,00;0,00;0,00;0,00;VERDADEIRO
12199;295;09/06/2016;100,00;09/06/2016;100,00;1;1;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
12200;298;10/06/2016;50,00;02/06/2016;50,00;1;5;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
12201;298;10/07/2016;50,00;04/07/2016;50,00;2;5;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
12202;298;10/08/2016;50,00;02/08/2016;50,00;3;5;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
12203;298;10/09/2016;50,00;01/09/2016;50,00;4;5;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
12204;298;10/10/2016;50,00;03/10/2016;50,00;5;5;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
12205;286;28/05/2016;100,00;27/05/2016;100,00;1;1;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
12206;288;10/06/2016;52,00;08/06/2016;52,00;1;4;0,00;0,00;52,00;0,00;0,00;0,00;0,00;FALSO
12207;288;10/07/2016;52,00;11/07/2016;52,00;2;4;0,00;0,00;52,00;0,00;0,00;0,00;0,00;FALSO
12208;288;10/08/2016;52,00;09/08/2016;52,00;3;4;0,00;0,00;52,00;0,00;0,00;0,00;0,00;FALSO
12209;288;10/09/2016;52,00;08/09/2016;52,00;4;4;0,00;0,00;52,00;0,00;0,00;0,00;0,00;FALSO
12210;258;10/06/2016;70,00;21/06/2016;70,00;1;5;0,00;0,00;70,00;0,00;0,00;0,00;0,00;FALSO
12211;258;10/07/2016;70,00;08/09/2016;79,00;2;5;0,00;0,00;79,00;0,00;1,00;8,00;0,00;FALSO
12212;258;10/08/2016;70,00;08/09/2016;75,00;3;5;0,00;0,00;75,00;0,00;1,00;4,00;0,00;FALSO
12213;258;10/09/2016;70,00;25/10/2016;75,00;4;5;0,00;0,00;75,00;0,00;1,00;4,00;0,00;FALSO
12214;258;10/10/2016;70,00;25/10/2016;75,00;5;5;0,00;0,00;75,00;0,00;1,00;4,00;0,00;FALSO
12215;302;10/06/2016;50,00;11/06/2016;50,00;1;5;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
12216;302;10/07/2016;50,00;11/07/2016;50,00;2;5;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
12217;302;10/08/2016;50,00;12/08/2016;50,00;3;5;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
12218;302;10/09/2016;50,00;10/09/2016;50,00;4;5;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
12219;302;10/10/2016;50,00;10/09/2016;50,00;5;5;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
12220;109;09/05/2016;560,00;11/05/2016;560,00;1;1;560,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12221;304;11/06/2016;140,00;09/06/2016;140,00;1;1;0,00;0,00;140,00;0,00;0,00;0,00;0,00;FALSO
12223;280;11/06/2016;90,00;11/06/2016;90,00;1;6;0,00;0,00;90,00;0,00;0,00;0,00;0,00;FALSO
12224;280;11/07/2016;86,00;09/07/2016;86,00;2;6;0,00;0,00;86,00;0,00;0,00;0,00;0,00;FALSO
12225;280;11/08/2016;86,00;06/08/2016;86,00;3;6;0,00;0,00;86,00;0,00;0,00;0,00;0,00;FALSO
12226;280;11/09/2016;86,00;10/09/2016;86,00;4;6;0,00;0,00;86,00;0,00;0,00;0,00;0,00;FALSO
12227;280;11/10/2016;86,00;08/10/2016;86,00;5;6;0,00;0,00;86,00;0,00;0,00;0,00;0,00;FALSO
12228;280;11/11/2016;86,00;10/11/2016;86,00;6;6;0,00;0,00;86,00;0,00;0,00;0,00;0,00;FALSO
12229;306;12/06/2016;52,50;21/06/2016;52,50;1;4;0,00;0,00;52,50;0,00;0,00;0,00;0,00;FALSO
12230;306;12/07/2016;52,50;13/09/2016;60,00;2;4;0,00;0,00;60,00;0,00;1,05;6,45;0,00;FALSO
12231;306;12/08/2016;50,00;13/09/2016;50,00;3;4;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
12232;306;12/09/2016;50,00;10/11/2016;50,00;4;4;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
12233;307;25/05/2016;60,00;31/05/2016;60,00;1;4;0,00;0,00;60,00;0,00;0,00;0,00;0,00;FALSO
12234;307;25/06/2016;50,00;;0,00;2;4;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12235;307;25/07/2016;50,00;;0,00;3;4;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12236;307;25/08/2016;50,00;;0,00;4;4;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12237;308;05/06/2016;60,00;31/05/2016;60,00;1;6;0,00;0,00;60,00;0,00;0,00;0,00;0,00;FALSO
12238;308;05/07/2016;50,00;02/07/2016;50,00;2;6;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
12239;308;05/08/2016;50,00;01/08/2016;50,00;3;6;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
12240;308;05/09/2016;50,00;26/08/2016;50,00;4;6;50,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12241;308;05/10/2016;50,00;27/09/2016;50,00;5;6;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
12242;308;05/11/2016;50,00;28/10/2016;50,00;6;6;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
12243;312;15/06/2016;52,00;09/06/2016;52,00;1;4;0,00;0,00;52,00;0,00;0,00;0,00;0,00;FALSO
12244;312;15/07/2016;52,00;06/07/2016;52,00;2;4;0,00;0,00;52,00;0,00;0,00;0,00;0,00;FALSO
12245;312;15/08/2016;50,00;05/08/2016;50,00;3;4;0,00;0,00;52,00;0,00;0,00;0,00;0,00;FALSO
12246;312;15/09/2016;54,00;06/09/2016;54,00;4;4;0,00;0,00;54,00;0,00;0,00;0,00;0,00;FALSO
12247;313;10/06/2016;66,00;10/06/2016;66,00;1;5;0,00;0,00;66,00;0,00;0,00;0,00;0,00;FALSO
12248;313;10/07/2016;65,00;13/07/2016;65,00;2;5;0,00;0,00;65,00;0,00;0,00;0,00;0,00;FALSO
12249;313;10/08/2016;66,00;30/07/2016;66,00;3;0;0,00;0,00;66,00;0,00;0,00;0,00;0,00;FALSO
12250;313;10/09/2016;66,00;06/09/2016;66,00;4;5;0,00;0,00;66,00;0,00;0,00;0,00;0,00;FALSO
12251;313;10/10/2016;66,00;10/11/2016;66,00;5;5;0,00;0,00;66,00;0,00;0,00;0,00;0,00;FALSO
12252;314;20/06/2016;90,00;16/06/2016;90,00;1;6;0,00;0,00;90,00;0,00;0,00;0,00;0,00;FALSO
12253;314;20/07/2016;90,00;19/07/2016;90,00;2;6;0,00;0,00;90,00;0,00;0,00;0,00;0,00;FALSO
12254;314;20/08/2016;10,00;19/07/2016;10,00;2;6;0,00;0,00;10,00;0,00;0,00;0,00;0,00;VERDADEIRO
12255;314;20/09/2016;90,00;16/09/2016;90,00;4;6;0,00;0,00;90,00;0,00;0,00;0,00;0,00;FALSO
12256;314;20/10/2016;90,00;18/10/2016;90,00;5;6;0,00;0,00;90,00;0,00;0,00;0,00;0,00;FALSO
12257;314;20/11/2016;90,00;21/11/2016;90,00;6;6;0,00;0,00;90,00;0,00;0,00;0,00;0,00;FALSO
12258;323;16/06/2016;45,00;10/06/2016;45,00;1;4;0,00;0,00;45,00;0,00;0,00;0,00;0,00;FALSO
12259;323;16/07/2016;45,00;13/07/2016;45,00;2;4;0,00;0,00;45,00;0,00;0,00;0,00;0,00;FALSO
12260;323;16/08/2016;45,00;05/08/2016;45,00;3;4;0,00;0,00;45,00;0,00;0,00;0,00;0,00;FALSO
12261;323;16/09/2016;45,00;05/10/2016;45,00;4;4;0,00;0,00;45,00;0,00;0,00;0,00;0,00;FALSO
12262;333;20/06/2016;100,00;20/06/2016;100,00;1;2;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
12263;333;20/07/2016;100,00;18/07/2016;100,00;2;2;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
12264;296;19/06/2016;300,00;08/06/2016;300,00;1;1;0,00;0,00;300,00;0,00;0,00;0,00;0,00;FALSO
12265;342;23/06/2016;130,00;12/08/2016;130,00;1;5;0,00;0,00;130,00;0,00;0,00;0,00;0,00;FALSO
12266;342;23/07/2016;130,00;12/08/2016;130,00;2;5;0,00;0,00;130,00;0,00;0,00;0,00;0,00;FALSO
12267;342;23/08/2016;130,00;28/10/2016;130,00;3;5;0,00;0,00;130,00;0,00;0,00;0,00;0,00;FALSO
12268;342;23/09/2016;130,00;28/10/2016;130,00;4;5;0,00;0,00;130,00;0,00;0,00;0,00;0,00;FALSO
12269;342;23/10/2016;130,00;28/10/2016;130,00;5;5;0,00;0,00;130,00;0,00;0,00;0,00;0,00;FALSO
12270;345;12/07/2016;91,00;11/07/2016;91,00;1;5;0,00;0,00;91,00;0,00;0,00;0,00;0,00;FALSO
12271;345;12/08/2016;91,00;11/07/2016;91,00;2;5;0,00;0,00;91,00;0,00;0,00;0,00;0,00;FALSO
12272;345;12/09/2016;91,00;05/09/2016;91,00;3;5;0,00;0,00;91,00;0,00;0,00;0,00;0,00;FALSO
12273;345;12/10/2016;91,00;07/10/2016;91,00;4;5;0,00;0,00;91,00;0,00;0,00;0,00;0,00;FALSO
12274;345;12/11/2016;91,00;07/10/2016;91,00;5;5;0,00;0,00;91,00;0,00;0,00;0,00;0,00;FALSO
12275;284;30/06/2016;116,00;01/07/2016;116,00;1;5;0,00;0,00;116,00;0,00;0,00;0,00;0,00;FALSO
12276;284;30/07/2016;116,00;27/08/2016;116,00;2;5;0,00;0,00;116,00;0,00;0,00;0,00;0,00;FALSO
12277;284;30/08/2016;116,00;18/10/2016;120,00;3;5;0,00;0,00;120,00;0,00;2,00;2,00;0,00;FALSO
12278;284;30/09/2016;116,00;04/11/2016;124,00;4;5;0,00;0,00;124,00;0,00;2,00;6,00;0,00;FALSO
12279;284;30/10/2016;116,00;04/11/2016;116,00;5;5;0,00;0,00;116,00;0,00;0,00;0,00;0,00;FALSO
12280;348;05/06/2016;50,00;06/06/2016;50,00;1;2;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
12281;348;05/07/2016;50,00;04/07/2016;50,00;2;2;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
12282;356;30/06/2016;50,00;14/07/2016;50,00;1;5;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
12283;356;30/07/2016;50,00;;0,00;2;5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12284;356;30/08/2016;50,00;;0,00;3;5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12285;356;30/09/2016;50,00;;0,00;4;5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12286;356;30/10/2016;50,00;;0,00;5;5;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12287;359;10/07/2016;80,00;11/07/2016;80,00;1;5;0,00;0,00;80,00;0,00;0,00;0,00;0,00;FALSO
12288;359;10/08/2016;80,00;08/08/2016;80,00;2;5;0,00;0,00;80,00;0,00;0,00;0,00;0,00;FALSO
12289;359;10/09/2016;80,00;09/09/2016;80,00;3;5;0,00;0,00;80,00;0,00;0,00;0,00;0,00;FALSO
12290;359;10/10/2016;80,00;10/10/2016;80,00;4;5;0,00;0,00;80,00;0,00;0,00;0,00;0,00;FALSO
12291;359;10/11/2016;80,00;12/11/2016;80,00;5;5;0,00;0,00;80,00;0,00;0,00;0,00;0,00;FALSO
12292;355;10/07/2016;105,00;07/07/2016;105,00;1;2;0,00;0,00;105,00;0,00;0,00;0,00;0,00;FALSO
12293;355;10/08/2016;105,00;11/08/2016;105,00;2;2;0,00;0,00;105,00;0,00;0,00;0,00;0,00;FALSO
12294;361;07/07/2016;24,00;03/08/2016;25,00;1;5;25,00;0,00;0,00;0,00;0,50;0,50;0,00;FALSO
12295;361;07/08/2016;24,00;03/08/2016;24,00;2;5;24,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12296;361;07/09/2016;24,00;08/09/2016;24,00;3;5;0,00;0,00;24,00;0,00;0,00;0,00;0,00;FALSO
12297;361;07/10/2016;24,00;12/11/2016;24,00;4;5;0,00;0,00;24,00;0,00;0,00;0,00;0,00;FALSO
12298;361;07/11/2016;24,00;12/11/2016;24,00;5;5;0,00;0,00;24,00;0,00;0,00;0,00;0,00;FALSO
12299;364;10/07/2016;90,00;07/07/2016;90,00;1;6;0,00;0,00;90,00;0,00;0,00;0,00;0,00;FALSO
12300;364;10/08/2016;88,00;05/08/2016;88,00;2;6;0,00;0,00;88,00;0,00;0,00;0,00;0,00;FALSO
12301;364;10/09/2016;88,00;08/09/2016;88,00;3;6;0,00;0,00;88,00;0,00;0,00;0,00;0,00;FALSO
12302;364;10/10/2016;88,00;07/10/2016;88,00;4;6;0,00;0,00;88,00;0,00;0,00;0,00;0,00;FALSO
12303;364;10/11/2016;88,00;08/11/2016;88,00;5;6;0,00;0,00;88,00;0,00;0,00;0,00;0,00;FALSO
12304;364;10/12/2016;88,00;08/12/2016;88,00;6;6;0,00;0,00;88,00;0,00;0,00;0,00;0,00;FALSO
12305;366;10/07/2016;80,00;;0,00;1;6;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12306;366;10/08/2016;80,00;;0,00;2;6;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12307;366;10/09/2016;80,00;;0,00;3;6;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12308;366;10/10/2016;80,00;;0,00;4;6;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12309;366;10/11/2016;80,00;;0,00;5;6;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12310;366;10/12/2016;80,00;;0,00;6;6;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12311;357;15/07/2016;70,00;18/07/2016;70,00;1;5;0,00;0,00;70,00;0,00;0,00;0,00;0,00;FALSO
12312;357;15/08/2016;70,00;22/08/2016;70,00;2;5;0,00;0,00;70,00;0,00;0,00;0,00;0,00;FALSO
12313;357;15/09/2016;70,00;19/09/2016;70,00;3;5;0,00;0,00;70,00;0,00;0,00;0,00;0,00;FALSO
12314;357;15/10/2016;70,00;20/10/2016;70,00;4;5;0,00;0,00;70,00;0,00;0,00;0,00;0,00;FALSO
12315;357;15/11/2016;70,00;21/11/2016;70,00;5;5;0,00;0,00;70,00;0,00;0,00;0,00;0,00;FALSO
12316;206;03/07/2016;92,00;04/08/2016;95,00;1;3;0,00;0,00;95,00;0,00;1,00;2,00;0,00;FALSO
12317;206;03/08/2016;92,00;20/12/2017;100,00;2;3;0,00;0,00;100,00;0,00;0,00;8,00;0,00;FALSO
12318;206;03/09/2016;92,00;20/12/2017;130,00;3;3;0,00;0,00;130,00;0,00;1,00;37,00;0,00;FALSO
12319;373;04/07/2016;124,00;27/06/2016;124,00;1;4;0,00;0,00;123,50;0,00;0,00;0,00;0,00;FALSO
12320;373;04/08/2016;123,00;29/07/2016;123,00;2;4;0,00;0,00;123,00;0,00;0,00;0,00;0,00;FALSO
12321;373;04/09/2016;123,50;29/08/2016;123,50;3;4;0,00;0,00;123,50;0,00;0,00;0,00;0,00;FALSO
12322;373;04/10/2016;123,50;26/10/2016;125,00;4;4;0,00;0,00;125,00;0,00;1,00;0,50;0,00;FALSO
12323;363;06/07/2016;100,00;04/07/2016;100,00;1;4;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
12324;363;06/08/2016;100,00;02/08/2016;100,00;2;4;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
12325;363;06/09/2016;100,00;02/09/2016;100,00;3;4;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
12326;363;06/10/2016;100,00;04/10/2016;100,00;4;4;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
12327;377;10/07/2016;110,00;06/07/2016;110,00;1;3;0,00;0,00;110,00;0,00;0,00;0,00;0,00;FALSO
12328;377;10/08/2016;100,00;13/07/2016;100,00;2;3;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
12329;377;10/09/2016;100,00;13/07/2016;100,00;3;3;0,00;0,00;100,00;0,00;0,00;0,00;0,00;FALSO
12330;380;07/07/2016;70,00;05/07/2016;70,00;1;4;0,00;0,00;70,00;0,00;0,00;0,00;0,00;FALSO
12331;380;07/08/2016;60,00;04/08/2016;60,00;2;4;0,00;0,00;60,00;0,00;0,00;0,00;0,00;FALSO
12332;380;07/09/2016;60,00;05/09/2016;60,00;3;4;0,00;0,00;60,00;0,00;0,00;0,00;0,00;FALSO
12333;380;07/10/2016;60,00;06/10/2016;60,00;4;4;0,00;0,00;60,00;0,00;0,00;0,00;0,00;FALSO
12334;382;07/07/2016;170,00;01/07/2016;170,00;1;6;0,00;0,00;170,00;0,00;0,00;0,00;0,00;FALSO
12335;382;07/08/2016;170,00;08/08/2016;170,00;2;6;0,00;0,00;110,00;0,00;0,00;0,00;0,00;VERDADEIRO
12336;382;07/09/2016;170,00;01/09/2016;170,00;3;6;0,00;0,00;170,00;0,00;0,00;0,00;0,00;FALSO
12337;382;07/10/2016;170,00;03/10/2016;170,00;4;6;0,00;0,00;170,00;0,00;0,00;0,00;0,00;FALSO
12338;382;07/11/2016;170,00;01/11/2016;170,00;5;6;0,00;0,00;170,00;0,00;0,00;0,00;0,00;FALSO
12339;382;07/12/2016;170,00;01/12/2016;170,00;6;6;0,00;0,00;170,00;0,00;0,00;0,00;0,00;FALSO
12340;383;10/07/2016;35,00;28/06/2016;35,00;1;2;0,00;0,00;35,00;0,00;0,00;0,00;0,00;FALSO
12341;383;10/08/2016;35,00;28/06/2016;35,00;2;2;0,00;0,00;35,00;0,00;0,00;0,00;0,00;FALSO
12342;384;25/06/2016;60,00;22/06/2016;60,00;1;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12343;385;10/08/2016;50,00;09/07/2016;50,00;1;4;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
12344;385;10/09/2016;50,00;16/08/2016;50,00;2;4;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
12345;385;10/10/2016;50,00;27/09/2016;50,00;3;4;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
12346;385;10/11/2016;50,00;14/10/2016;50,00;4;4;0,00;0,00;50,00;0,00;0,00;0,00;0,00;FALSO
12347;386;08/07/2016;110,00;18/11/2016;110,00;1;6;0,00;0,00;110,00;0,00;0,00;0,00;0,00;FALSO
12348;386;14/12/2016;108,00;07/02/2017;110,00;2;6;0,00;0,00;110,00;0,00;2,00;0,00;0,00;FALSO
12349;386;14/01/2017;108,00;07/02/2017;110,00;3;6;0,00;0,00;110,00;0,00;2,00;0,00;0,00;FALSO
12350;386;14/02/2017;100,00;04/05/2017;100,00;4;6;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12351;386;14/03/2017;116,00;;0,00;5;6;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12352;386;14/04/2017;108,00;;0,00;6;6;0,00;0,00;0,00;0,00;0,00;0,00;0,00;FALSO
12353;371;10/07/2016;126,00;02/07/2016;126,00;1;5;0,00;0,00;126,00;0,00;0,00;0,00;0,00;FALSO
12354;371;10/08/2016;126,00;04/08/2016;126,00;2;5;0,00;0,00;126,00;0,00;0,00;0,00;0,00;FALSO
